13.6,1261,-0.707106643,,,,
14.5,1764.089998,-0.706596465,,,,
131.7,,-0.640159945,,,,
135.5,,-0.63800586,,,,0.714816138
715.75,,-0.309082732,,,,
730,,-0.301004913,,,,
769,,-0.278897198,,,,
812.8,,-0.254068532,,,,
817.65,,-0.25131924,,,,
846,,-0.235248631,,,,
864.8,,-0.224591578,,,,
868.8,,-0.22232412,,,,
887.35,,-0.211808784,,,,
894.9,,-0.207528957,,,,
901.9,,-0.203560905,,,,
916.8888889,,-0.195064236,,,,
919,,-0.193867522,,,,
927.2,,-0.189219233,,,,
933.4,,-0.185704673,,,,
934.6,,-0.185024436,,,,
940.3,,-0.181793308,,,,
954.6,,-0.173687146,,,,
956,,-0.172893536,,,,
991.1,,-0.152996592,,,,
995.1111111,,-0.150722835,,,,
996.2222222,,-0.150092986,,,,
1020.9,,-0.13610403,,,,
1053.7,,-0.117510874,,,,
1055.8,,-0.116320458,,,,
1056.2,,-0.116093713,,,,
1105,,-0.088430725,,,,
1233.7,,-0.015475263,,,,
1301.1,,0.022731404,,,,
1354.4,,0.052945282,,,,
1365.8,,0.059407537,,,,
1387.3,,0.071595124,,,,
1448.1,,0.106060486,,,,
1568,,0.17402754,,,,
1603.8,,0.194321289,,,,
1674.3,,0.234285236,,,,
1789.2,,0.299417968,,,,
2508.4,,0.707106918,,,,
