8,593.8333335,-0.707106918,,,,
8.625,828.4934455,-0.706352537,,,,
87,,-0.611753111,,,,
91.3,,-0.606562967,,,,
460,,-0.161538299,,,,0.716762862
608.75,,0.018004471,,,,
629,,0.042446428,,,,
656.2,,0.075277106,,,,
664.8,,0.085657393,,,,
695.8,,0.12307471,,,,
717,,0.148663327,,,,
735.7,,0.171234418,,,,
760.7,,0.201409673,,,,
786.1,,0.232067733,,,,
800.6,,0.249569381,,,,
819.3,,0.272140472,,,,
898.1,,0.367252877,,,,
939.6,,0.417343802,,,,
944.2,,0.422896049,,,,
951,,0.431103718,,,,
974.4,,0.459347757,,,,
982.9,,0.469607344,,,,
1015,,0.508352372,,,,
1020.3,,0.514749526,,,,
1020.9,,0.515473732,,,,
1024.8,,0.520181072,,,,
1031,,0.527664536,,,,
1031.75,,0.528569793,,,,
1036.8,,0.534665195,,,,
1040.1,,0.538648329,,,,
1044.85,,0.544381627,,,,
1054.6,,0.556149977,,,,
1068,,0.572323914,,,,
1077.3,,0.583549109,,,,
1078.8,,0.585359624,,,,
1090.3,,0.599240242,,,,
1090.6,,0.599602345,,,,
1108.9,,0.621690632,,,,
1110.1,,0.623139044,,,,
1112.333333,,0.6258347,,,,
1113.1,,0.626760075,,,,
1179.666667,,0.707106722,,,,
