24.625,1355.0125,-0.707106704,,,,,,,
26.1,1881.452046,-0.706322735,,,,,,,
225.2,,-0.600500211,,,,,,,
384.5,,-0.515831562,,,,,,,
888.3,,-0.248059649,,,,,,,0.720195077
921.9,,-0.230201102,,,,,,,
977.1,,-0.200862059,,,,,,,
991.4,,-0.193261546,,,,,,,
1004.5,,-0.186298839,,,,,,,
1014.4,,-0.181036945,,,,,,,
1028.4,,-0.173595884,,,,,,,
1076,,-0.148296275,,,,,,,
1167,,-0.099929375,,,,,,,
1167.85,,-0.099477597,,,,,,,
1190.2,,-0.087598473,,,,,,,
1259,,-0.051030971,,,,,,,
1337.4,,-0.009361027,,,,,,,
1689.9,,0.177994271,,,,,,,
1752.666667,,0.21135503,,,,,,,
1832.333333,,0.253698213,,,,,,,
1864.95,,0.271034115,,,,,,,
1924.9,,0.302897803,,,,,,,
1933.8,,0.307628192,,,,,,,
1979.9,,0.332130544,,,,,,,
2016.2,,0.351424154,,,,,,,
2029,,0.35822741,,,,,,,
2045.8,,0.367156684,,,,,,,
2067.4,,0.378637179,,,,,,,
2116.2,,0.404574593,,,,,,,
2126,,0.409783336,,,,,,,
2126.8,,0.410208539,,,,,,,
2129.9,,0.411856203,,,,,,,
2230,,0.465059793,,,,,,,
2270.222222,,0.48643808,,,,,,,
2283.1,,0.493282676,,,,,,,
2489.9,,0.603197784,,,,,,,
2501,,0.609097483,,,,,,,
2527.111111,,0.622975653,,,,,,,
2605.25,,0.664506815,,,,,,,
2625.1,,0.675057178,,,,,,,
2685.4,,0.707106892,,,,,,,
