id,source,destination,distance
1929,node1.planetlab.mathcs.emory.edu,planetlab3.rutgers.edu,715.212
1930,node1.planetlab.mathcs.emory.edu,planetlab3.wail.wisc.edu,697.323
1931,node1.planetlab.mathcs.emory.edu,planetlab4.tamu.edu,735.492
1932,node1.planetlab.mathcs.emory.edu,planetlab-5.eecs.cwru.edu,553.188
1933,node1.planetlab.mathcs.emory.edu,planetlabone.ccs.neu.edu,933.146
1934,node1.planetlab.mathcs.emory.edu,pl-node-0.csl.sri.com,2126.78
1935,node1.planetlab.mathcs.emory.edu,pluto.cs.brown.edu,895.108
1936,node1.planetlab.mathcs.emory.edu,ricepl-5.cs.rice.edu,707.811
1937,node1.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181
1938,node1.planetlab.mathcs.emory.edu,75-130-96-13.static.oxfr.ma.charter.com,896.963
1939,node1.planetlab.mathcs.emory.edu,pl1.eecs.utk.edu,150.785
1940,node1.planetlab.mathcs.emory.edu,planetlab-01.vt.nodes.planet-lab.org,322.686
1941,node1.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686
1942,node1.planetlab.mathcs.emory.edu,planetlab-4.eecs.cwru.edu,553.188
1943,node1.planetlab.mathcs.emory.edu,planetlab01.cs.washington.edu,2179.38
1944,node1.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38
1945,node1.planetlab.mathcs.emory.edu,planetlab1.arizona-gigapop.net,1542.02
1946,node1.planetlab.mathcs.emory.edu,planetlab1.cs.unc.edu,333.827
1947,node1.planetlab.mathcs.emory.edu,planetlab1.postel.org,1948.81
1948,node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698
1949,node1.planetlab.mathcs.emory.edu,planetlab4.cs.uoregon.edu,2176.57
1950,node1.planetlab.mathcs.emory.edu,planetlab1.rutgers.edu,715.212
1951,node1.planetlab.mathcs.emory.edu,planetlab2.cs.ucla.edu,1946.8
1952,node1.planetlab.mathcs.emory.edu,planetlab3.cnds.jhu.edu,574.391
1953,node1.planetlab.mathcs.emory.edu,planetlab03.cs.washington.edu,2179.38
1954,node1.planetlab.mathcs.emory.edu,planetlab1.cs.uml.edu,932.44
1955,node1.planetlab.mathcs.emory.edu,planetlab1.acis.ufl.edu,308.555
1956,node1.planetlab.mathcs.emory.edu,planetlab5.eecs.umich.edu,588.6
1957,node1.planetlab.mathcs.emory.edu,planetlab1.temple.edu,662.495
1958,node1.planetlab.mathcs.emory.edu,planetlab4.csee.usf.edu,411.823
1959,pl1.cs.montana.edu,planetlab1.unr.edu,614.077
1960,pl1.cs.montana.edu,pl2.cs.unm.edu,766.953
1961,pl1.cs.montana.edu,planetlab2.cnis.nyit.edu,1896.37
1962,pl1.cs.montana.edu,planetlab2.rutgers.edu,1866.57
1963,pl1.cs.montana.edu,planetlab2.cs.du.edu,516.104
1964,pl1.cs.montana.edu,planetlab2.ucsd.edu,942.925
1965,pl1.cs.montana.edu,planetlab3.cs.uoregon.edu,598.377
1966,pl1.cs.montana.edu,planetlab-01.bu.edu,1977.76
1967,pl1.cs.montana.edu,planetlab4.cnds.jhu.edu,1793.8
1968,pl1.cs.montana.edu,planetlabtwo.ccs.neu.edu,1980.62
1969,pl1.cs.montana.edu,planetlab1.cs.purdue.edu,1265.67
1970,pl1.cs.montana.edu,planetlab2.tsuniv.edu,1416.93
1971,pl1.cs.montana.edu,planetlab1.tsuniv.edu,1416.93
1972,pl1.cs.montana.edu,planetlab3.ucsd.edu,942.925
1973,pl1.cs.montana.edu,pl-node-1.csl.sri.com,806.588
1974,pl1.cs.montana.edu,node2.planetlab.mathcs.emory.edu,1628.77
1975,pl1.cs.montana.edu,planetlab5.csee.usf.edu,1978.28
1976,pl1.cs.montana.edu,planetlab1.emich.edu,1377.48
1977,pl1.cs.montana.edu,75-130-96-12.static.oxfr.ma.charter.com,1945.63
1978,pl1.cs.montana.edu,ebb.colgate.edu,1754.34
1979,pl1.cs.montana.edu,kc-sce-plab2.umkc.edu,955.004
1980,pl1.cs.montana.edu,node1.planetlab.mathcs.emory.edu,1628.77
1981,pl1.cs.montana.edu,pl1.cs.montana.edu,0
1982,pl1.cs.montana.edu,pl3.cs.unm.edu,766.953
1983,pl1.cs.montana.edu,plab3.eece.ksu.edu,860.655
1984,pl1.cs.montana.edu,planet3.cc.gt.atl.ga.us,1626.05
1985,pl1.cs.montana.edu,planetlab-01.cs.princeton.edu,1858.61
1986,pl1.cs.montana.edu,planetlab-02.bu.edu,1977.76
1987,pl1.cs.montana.edu,planetlab-02.vt.nodes.planet-lab.org,1678.85
1988,pl1.cs.montana.edu,planetlab04.cs.washington.edu,550.971
1989,pl1.cs.montana.edu,planetlab1.clemson.edu,1659.79
1990,pl1.cs.montana.edu,planetlab1.cnds.jhu.edu,1793.8
1991,pl1.cs.montana.edu,planetlab1.cnis.nyit.edu,1896.37
1992,pl1.cs.montana.edu,planetlab1.cs.du.edu,516.104
1993,pl1.cs.montana.edu,planetlab1.csee.usf.edu,1978.28
1994,pl1.cs.montana.edu,planetlab-1.cse.ohio-state.edu,1464.95
1995,pl1.cs.montana.edu,planetlab1.cs.okstate.edu,981.21
1996,pl1.cs.montana.edu,planetlab1.cs.ucla.edu,891.034
1997,pl1.cs.montana.edu,planetlab1.csuohio.edu,1489.24
1998,pl1.cs.montana.edu,planetlab1.emich.edu,1377.48
1999,pl1.cs.montana.edu,planetlab1.netlab.uky.edu,1455.88
2000,pl1.cs.montana.edu,planetlab1.ucsd.edu,942.925
2001,pl1.cs.montana.edu,planetlab2.acis.ufl.edu,1905.96
2002,pl1.cs.montana.edu,planetlab2.arizona-gigapop.net,928.211
2003,pl1.cs.montana.edu,planetlab2.citadel.edu,1869.86
2004,pl1.cs.montana.edu,planetlab-2.cse.ohio-state.edu,1464.95
2005,pl1.cs.montana.edu,planetlab2.cs.pitt.edu,1602.95
2006,pl1.cs.montana.edu,planetlab2.cs.purdue.edu,1265.67
2007,pl1.cs.montana.edu,planet-lab2.cs.ucr.edu,876.031
2008,pl1.cs.montana.edu,planetlab2.cs.uiuc.edu,1212.56
2009,pl1.cs.montana.edu,planetlab2.cs.uml.edu,1959.66
2010,pl1.cs.montana.edu,planetlab2.cs.unc.edu,1789.91
2011,pl1.cs.montana.edu,planetlab2.cs.uoregon.edu,598.377
2012,pl1.cs.montana.edu,planetlab2.temple.edu,1844.59
2013,pl1.cs.montana.edu,planetlab2.unl.edu,796.774
2014,pl1.cs.montana.edu,planetlab2.unr.edu,614.077
2015,pl1.cs.montana.edu,planetlab2.uta.edu,1160.82
2016,pl1.cs.montana.edu,planetlab2.utdallas.edu,1159.04
2017,pl1.cs.montana.edu,planetlab3.eecs.umich.edu,1372.07
2018,pl1.cs.montana.edu,planetlab3.rutgers.edu,1866.57
2019,pl1.cs.montana.edu,planetlab3.wail.wisc.edu,1081.38
2020,pl1.cs.montana.edu,planetlab4.tamu.edu,1307.47
2021,pl1.cs.montana.edu,planetlab-5.eecs.cwru.edu,1492.54
2022,pl1.cs.montana.edu,planetlabone.ccs.neu.edu,1980.62
2023,pl1.cs.montana.edu,pl-node-0.csl.sri.com,806.588
2024,pl1.cs.montana.edu,pluto.cs.brown.edu,1975.51
2025,pl1.cs.montana.edu,ricepl-5.cs.rice.edu,1389.79
2026,pl1.cs.montana.edu,salt.planetlab.cs.umd.edu,1787.43
2027,pl1.cs.montana.edu,75-130-96-13.static.oxfr.ma.charter.com,1945.63
2028,pl1.cs.montana.edu,pl1.eecs.utk.edu,1558.77
2029,pl1.cs.montana.edu,planetlab-01.vt.nodes.planet-lab.org,1678.85
2030,pl1.cs.montana.edu,planetlab-04.vt.nodes.planet-lab.org,1678.85
2031,pl1.cs.montana.edu,planetlab-4.eecs.cwru.edu,1492.54
2032,pl1.cs.montana.edu,planetlab01.cs.washington.edu,550.971
2033,pl1.cs.montana.edu,planetlab02.cs.washington.edu,550.971
2034,pl1.cs.montana.edu,planetlab1.arizona-gigapop.net,928.211
2035,pl1.cs.montana.edu,planetlab1.cs.unc.edu,1789.91
2036,pl1.cs.montana.edu,planetlab1.postel.org,897.117
2037,pl1.cs.montana.edu,planet3.cc.gt.atl.ga.us,1626.05
2038,pl1.cs.montana.edu,planetlab4.cs.uoregon.edu,598.377
2039,pl1.cs.montana.edu,planetlab1.rutgers.edu,1866.57
2040,pl1.cs.montana.edu,planetlab2.cs.ucla.edu,891.034
2041,pl1.cs.montana.edu,planetlab3.cnds.jhu.edu,1793.8
2042,pl1.cs.montana.edu,planetlab03.cs.washington.edu,550.971
2043,pl1.cs.montana.edu,planetlab1.cs.uml.edu,1959.66
2044,pl1.cs.montana.edu,planetlab1.acis.ufl.edu,1905.96
2045,pl1.cs.montana.edu,planetlab5.eecs.umich.edu,1372.07
2046,pl1.cs.montana.edu,planetlab1.temple.edu,1844.59
2047,pl1.cs.montana.edu,planetlab4.csee.usf.edu,1978.28
2048,pl3.cs.unm.edu,planetlab1.unr.edu,785.352
2049,pl3.cs.unm.edu,pl2.cs.unm.edu,0
2050,pl3.cs.unm.edu,planetlab2.cnis.nyit.edu,1831.99
2051,pl3.cs.unm.edu,planetlab2.rutgers.edu,1789.41
2052,pl3.cs.unm.edu,planetlab2.cs.du.edu,331.033
2053,pl3.cs.unm.edu,planetlab2.ucsd.edu,625.075
2054,pl3.cs.unm.edu,planetlab3.cs.uoregon.edu,1067.98
2055,pl3.cs.unm.edu,planetlab-01.bu.edu,1965.81
2056,pl3.cs.unm.edu,planetlab4.cnds.jhu.edu,1671.68
2057,pl3.cs.unm.edu,planetlabtwo.ccs.neu.edu,1969.45
2058,pl3.cs.unm.edu,planetlab1.cs.purdue.edu,1136.67
2059,pl3.cs.unm.edu,planetlab2.tsuniv.edu,1113.74
2060,pl3.cs.unm.edu,planetlab1.tsuniv.edu,1113.74
2061,pl3.cs.unm.edu,planetlab3.ucsd.edu,625.075
2062,pl3.cs.unm.edu,pl-node-1.csl.sri.com,879.426
2063,pl3.cs.unm.edu,node2.planetlab.mathcs.emory.edu,1272.71
2064,pl3.cs.unm.edu,planetlab5.csee.usf.edu,1502.34
2065,pl3.cs.unm.edu,planetlab1.emich.edu,1332.19
2066,pl3.cs.unm.edu,75-130-96-12.static.oxfr.ma.charter.com,1929.31
2067,pl3.cs.unm.edu,ebb.colgate.edu,1743.93
2068,pl3.cs.unm.edu,kc-sce-plab2.umkc.edu,718.838
2069,pl3.cs.unm.edu,node1.planetlab.mathcs.emory.edu,1272.71
2070,pl3.cs.unm.edu,pl1.cs.montana.edu,766.953
2071,pl3.cs.unm.edu,pl3.cs.unm.edu,0
2072,pl3.cs.unm.edu,plab3.eece.ksu.edu,622.165
2073,pl3.cs.unm.edu,planet3.cc.gt.atl.ga.us,1268.79
2074,pl3.cs.unm.edu,planetlab-01.cs.princeton.edu,1776.31
2075,pl3.cs.unm.edu,planetlab-02.bu.edu,1965.81
2076,pl3.cs.unm.edu,planetlab-02.vt.nodes.planet-lab.org,1466.68
2077,pl3.cs.unm.edu,planetlab04.cs.washington.edu,1184.83
2078,pl3.cs.unm.edu,planetlab1.clemson.edu,1346.78
2079,pl3.cs.unm.edu,planetlab1.cnds.jhu.edu,1671.68
2080,pl3.cs.unm.edu,planetlab1.cnis.nyit.edu,1831.99
2081,pl3.cs.unm.edu,planetlab1.cs.du.edu,331.033
2082,pl3.cs.unm.edu,planetlab1.csee.usf.edu,1502.34
2083,pl3.cs.unm.edu,planetlab-1.cse.ohio-state.edu,1333.45
2084,pl3.cs.unm.edu,planetlab1.cs.okstate.edu,542.71
2085,pl3.cs.unm.edu,planetlab1.cs.ucla.edu,674.089
2086,pl3.cs.unm.edu,planetlab1.csuohio.edu,1419.37
2087,pl3.cs.unm.edu,planetlab1.emich.edu,1332.19
2088,pl3.cs.unm.edu,planetlab1.netlab.uky.edu,1242.88
2089,pl3.cs.unm.edu,planetlab1.ucsd.edu,625.075
2090,pl3.cs.unm.edu,planetlab2.acis.ufl.edu,1466.62
2091,pl3.cs.unm.edu,planetlab2.arizona-gigapop.net,315.844
2092,pl3.cs.unm.edu,planetlab2.citadel.edu,1533.43
2093,pl3.cs.unm.edu,planetlab-2.cse.ohio-state.edu,1333.45
2094,pl3.cs.unm.edu,planetlab2.cs.pitt.edu,1494.69
2095,pl3.cs.unm.edu,planetlab2.cs.purdue.edu,1136.67
2096,pl3.cs.unm.edu,planet-lab2.cs.ucr.edu,616.127
2097,pl3.cs.unm.edu,planetlab2.cs.uiuc.edu,1064.43
2098,pl3.cs.unm.edu,planetlab2.cs.uml.edu,1955.47
2099,pl3.cs.unm.edu,planetlab2.cs.unc.edu,1549.05
2100,pl3.cs.unm.edu,planetlab2.cs.uoregon.edu,1067.98
2101,pl3.cs.unm.edu,planetlab2.temple.edu,1749.1
2102,pl3.cs.unm.edu,planetlab2.unl.edu,671.709
2103,pl3.cs.unm.edu,planetlab2.unr.edu,785.352
2104,pl3.cs.unm.edu,planetlab2.uta.edu,570.135
2105,pl3.cs.unm.edu,planetlab2.utdallas.edu,584.772
2106,pl3.cs.unm.edu,planetlab3.eecs.umich.edu,1328.53
2107,pl3.cs.unm.edu,planetlab3.rutgers.edu,1789.41
2108,pl3.cs.unm.edu,planetlab3.wail.wisc.edu,1075.15
2109,pl3.cs.unm.edu,planetlab4.tamu.edu,672.985
2110,pl3.cs.unm.edu,planetlab-5.eecs.cwru.edu,1422.81
2111,pl3.cs.unm.edu,planetlabone.ccs.neu.edu,1969.45
2112,pl3.cs.unm.edu,pl-node-0.csl.sri.com,879.426
2113,pl3.cs.unm.edu,pluto.cs.brown.edu,1947.82
2114,pl3.cs.unm.edu,ricepl-5.cs.rice.edu,753.179
2115,pl3.cs.unm.edu,salt.planetlab.cs.umd.edu,1653.08
2116,pl3.cs.unm.edu,75-130-96-13.static.oxfr.ma.charter.com,1929.31
2117,pl3.cs.unm.edu,pl1.eecs.utk.edu,1275.99
2118,pl3.cs.unm.edu,planetlab-01.vt.nodes.planet-lab.org,1466.68
2119,pl3.cs.unm.edu,planetlab-04.vt.nodes.planet-lab.org,1466.68
2120,pl3.cs.unm.edu,planetlab-4.eecs.cwru.edu,1422.81
2121,pl3.cs.unm.edu,planetlab01.cs.washington.edu,1184.83
2122,pl3.cs.unm.edu,planetlab02.cs.washington.edu,1184.83
2123,pl3.cs.unm.edu,planetlab1.arizona-gigapop.net,315.844
2124,pl3.cs.unm.edu,planetlab1.cs.unc.edu,1549.05
2125,pl3.cs.unm.edu,planetlab1.postel.org,676.13
2126,pl3.cs.unm.edu,planet3.cc.gt.atl.ga.us,1268.79
2127,pl3.cs.unm.edu,planetlab4.cs.uoregon.edu,1067.98
2128,pl3.cs.unm.edu,planetlab1.rutgers.edu,1789.41
2129,pl3.cs.unm.edu,planetlab2.cs.ucla.edu,674.089
2130,pl3.cs.unm.edu,planetlab3.cnds.jhu.edu,1671.68
2131,pl3.cs.unm.edu,planetlab03.cs.washington.edu,1184.83
2132,pl3.cs.unm.edu,planetlab1.cs.uml.edu,1955.47
2133,pl3.cs.unm.edu,planetlab1.acis.ufl.edu,1466.62
2134,pl3.cs.unm.edu,planetlab5.eecs.umich.edu,1328.53
2135,pl3.cs.unm.edu,planetlab1.temple.edu,1749.1
2136,pl3.cs.unm.edu,planetlab4.csee.usf.edu,1502.34
2137,plab3.eece.ksu.edu,planetlab1.unr.edu,1237.41
2138,plab3.eece.ksu.edu,pl2.cs.unm.edu,622.165
2139,plab3.eece.ksu.edu,planetlab2.cnis.nyit.edu,1218.07
2140,plab3.eece.ksu.edu,planetlab2.rutgers.edu,1177.17
2141,plab3.eece.ksu.edu,planetlab2.cs.du.edu,447.954
2142,plab3.eece.ksu.edu,planetlab2.ucsd.edu,1229.94
2143,plab3.eece.ksu.edu,planetlab3.cs.uoregon.edu,1401.26
2144,plab3.eece.ksu.edu,planetlab-01.bu.edu,1346.41
2145,plab3.eece.ksu.edu,planetlab4.cnds.jhu.edu,1067.33
2146,plab3.eece.ksu.edu,planetlabtwo.ccs.neu.edu,1350
2147,plab3.eece.ksu.edu,planetlab1.cs.purdue.edu,520.243
2148,plab3.eece.ksu.edu,planetlab2.tsuniv.edu,572.738
2149,plab3.eece.ksu.edu,planetlab1.tsuniv.edu,572.738
2150,plab3.eece.ksu.edu,planetlab3.ucsd.edu,1229.94
2151,plab3.eece.ksu.edu,pl-node-1.csl.sri.com,1387.63
2152,plab3.eece.ksu.edu,node2.planetlab.mathcs.emory.edu,775.814
2153,plab3.eece.ksu.edu,planetlab5.csee.usf.edu,1118.38
2154,plab3.eece.ksu.edu,planetlab1.emich.edu,710.366
2155,plab3.eece.ksu.edu,75-130-96-12.static.oxfr.ma.charter.com,1310.07
2156,plab3.eece.ksu.edu,ebb.colgate.edu,1122.94
2157,plab3.eece.ksu.edu,kc-sce-plab2.umkc.edu,108.295
2158,plab3.eece.ksu.edu,node1.planetlab.mathcs.emory.edu,775.814
2159,plab3.eece.ksu.edu,pl1.cs.montana.edu,860.655
2160,plab3.eece.ksu.edu,pl3.cs.unm.edu,622.165
2161,plab3.eece.ksu.edu,plab3.eece.ksu.edu,0
2162,plab3.eece.ksu.edu,planet3.cc.gt.atl.ga.us,772.771
2163,plab3.eece.ksu.edu,planetlab-01.cs.princeton.edu,1164.85
2164,plab3.eece.ksu.edu,planetlab-02.bu.edu,1346.41
2165,plab3.eece.ksu.edu,planetlab-02.vt.nodes.planet-lab.org,887.877
2166,plab3.eece.ksu.edu,planetlab04.cs.washington.edu,1408.53
2167,plab3.eece.ksu.edu,planetlab1.clemson.edu,819.937
2168,plab3.eece.ksu.edu,planetlab1.cnds.jhu.edu,1067.33
2169,plab3.eece.ksu.edu,planetlab1.cnis.nyit.edu,1218.07
2170,plab3.eece.ksu.edu,planetlab1.cs.du.edu,447.954
2171,plab3.eece.ksu.edu,planetlab1.csee.usf.edu,1118.38
2172,plab3.eece.ksu.edu,planetlab-1.cse.ohio-state.edu,723.447
2173,plab3.eece.ksu.edu,planetlab1.cs.okstate.edu,213.603
2174,plab3.eece.ksu.edu,planetlab1.cs.ucla.edu,1258.7
2175,plab3.eece.ksu.edu,planetlab1.csuohio.edu,800.433
2176,plab3.eece.ksu.edu,planetlab1.emich.edu,710.366
2177,plab3.eece.ksu.edu,planetlab1.netlab.uky.edu,656.756
2178,plab3.eece.ksu.edu,planetlab1.ucsd.edu,1229.94
2179,plab3.eece.ksu.edu,planetlab2.acis.ufl.edu,1045.45
2180,plab3.eece.ksu.edu,planetlab2.arizona-gigapop.net,936.353
2181,plab3.eece.ksu.edu,planetlab2.citadel.edu,1027.03
2182,plab3.eece.ksu.edu,planetlab-2.cse.ohio-state.edu,723.447
2183,plab3.eece.ksu.edu,planetlab2.cs.pitt.edu,883.449
2184,plab3.eece.ksu.edu,planetlab2.cs.purdue.edu,520.243
2185,plab3.eece.ksu.edu,planet-lab2.cs.ucr.edu,1206.53
2186,plab3.eece.ksu.edu,planetlab2.cs.uiuc.edu,449.259
2187,plab3.eece.ksu.edu,planetlab2.cs.uml.edu,1335.33
2188,plab3.eece.ksu.edu,planetlab2.cs.unc.edu,985.823
2189,plab3.eece.ksu.edu,planetlab2.cs.uoregon.edu,1401.26
2190,plab3.eece.ksu.edu,planetlab2.temple.edu,1139.89
2191,plab3.eece.ksu.edu,planetlab2.unl.edu,111.32
2192,plab3.eece.ksu.edu,planetlab2.unr.edu,1237.41
2193,plab3.eece.ksu.edu,planetlab2.uta.edu,447.326
2194,plab3.eece.ksu.edu,planetlab2.utdallas.edu,428.761
2195,plab3.eece.ksu.edu,planetlab3.eecs.umich.edu,706.621
2196,plab3.eece.ksu.edu,planetlab3.rutgers.edu,1177.17
2197,plab3.eece.ksu.edu,planetlab3.wail.wisc.edu,460.828
2198,plab3.eece.ksu.edu,planetlab4.tamu.edu,593.017
2199,plab3.eece.ksu.edu,planetlab-5.eecs.cwru.edu,803.905
2200,plab3.eece.ksu.edu,planetlabone.ccs.neu.edu,1350
2201,plab3.eece.ksu.edu,pl-node-0.csl.sri.com,1387.63
2202,plab3.eece.ksu.edu,pluto.cs.brown.edu,1329.94
2203,plab3.eece.ksu.edu,ricepl-5.cs.rice.edu,657.701
2204,plab3.eece.ksu.edu,salt.planetlab.cs.umd.edu,1051.62
2205,plab3.eece.ksu.edu,75-130-96-13.static.oxfr.ma.charter.com,1310.07
2206,plab3.eece.ksu.edu,pl1.eecs.utk.edu,727.543
2207,plab3.eece.ksu.edu,planetlab-01.vt.nodes.planet-lab.org,887.877
2208,plab3.eece.ksu.edu,planetlab-04.vt.nodes.planet-lab.org,887.877
2209,plab3.eece.ksu.edu,planetlab-4.eecs.cwru.edu,803.905
2210,plab3.eece.ksu.edu,planetlab01.cs.washington.edu,1408.53
2211,plab3.eece.ksu.edu,planetlab02.cs.washington.edu,1408.53
2212,plab3.eece.ksu.edu,planetlab1.arizona-gigapop.net,936.353
2213,plab3.eece.ksu.edu,planetlab1.cs.unc.edu,985.823
2214,plab3.eece.ksu.edu,planetlab1.postel.org,1262.04
2215,plab3.eece.ksu.edu,planet3.cc.gt.atl.ga.us,772.771
2216,plab3.eece.ksu.edu,planetlab4.cs.uoregon.edu,1401.26
2217,plab3.eece.ksu.edu,planetlab1.rutgers.edu,1177.17
2218,plab3.eece.ksu.edu,planetlab2.cs.ucla.edu,1258.7
2219,plab3.eece.ksu.edu,planetlab3.cnds.jhu.edu,1067.33
2220,plab3.eece.ksu.edu,planetlab03.cs.washington.edu,1408.53
2221,plab3.eece.ksu.edu,planetlab1.cs.uml.edu,1335.33
2222,plab3.eece.ksu.edu,planetlab1.acis.ufl.edu,1045.45
2223,plab3.eece.ksu.edu,planetlab5.eecs.umich.edu,706.621
2224,plab3.eece.ksu.edu,planetlab1.temple.edu,1139.89
2225,plab3.eece.ksu.edu,planetlab4.csee.usf.edu,1118.38
2226,planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75
2227,planet3.cc.gt.atl.ga.us,pl2.cs.unm.edu,1268.79
2228,planet3.cc.gt.atl.ga.us,planetlab2.cnis.nyit.edu,765.866
2229,planet3.cc.gt.atl.ga.us,planetlab2.rutgers.edu,718.815
2230,planet3.cc.gt.atl.ga.us,planetlab2.cs.du.edu,1206.38
2231,planet3.cc.gt.atl.ga.us,planetlab2.ucsd.edu,1888.91
2232,planet3.cc.gt.atl.ga.us,planetlab3.cs.uoregon.edu,2173.44
2233,planet3.cc.gt.atl.ga.us,planetlab-01.bu.edu,933.023
2234,planet3.cc.gt.atl.ga.us,planetlab4.cnds.jhu.edu,577.963
2235,planet3.cc.gt.atl.ga.us,planetlabtwo.ccs.neu.edu,936.743
2236,planet3.cc.gt.atl.ga.us,planetlab1.cs.purdue.edu,479.956
2237,planet3.cc.gt.atl.ga.us,planetlab2.tsuniv.edu,214.993
2238,planet3.cc.gt.atl.ga.us,planetlab1.tsuniv.edu,214.993
2239,planet3.cc.gt.atl.ga.us,planetlab3.ucsd.edu,1888.91
2240,planet3.cc.gt.atl.ga.us,pl-node-1.csl.sri.com,2123.1
2241,planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698
2242,planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204
2243,planet3.cc.gt.atl.ga.us,planetlab1.emich.edu,586.794
2244,planet3.cc.gt.atl.ga.us,75-130-96-12.static.oxfr.ma.charter.com,900.516
2245,planet3.cc.gt.atl.ga.us,ebb.colgate.edu,787.204
2246,planet3.cc.gt.atl.ga.us,kc-sce-plab2.umkc.edu,672.209
2247,planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698
2248,planet3.cc.gt.atl.ga.us,pl1.cs.montana.edu,1626.05
2249,planet3.cc.gt.atl.ga.us,pl3.cs.unm.edu,1268.79
2250,planet3.cc.gt.atl.ga.us,plab3.eece.ksu.edu,772.771
2251,planet3.cc.gt.atl.ga.us,planet3.cc.gt.atl.ga.us,0
2252,planet3.cc.gt.atl.ga.us,planetlab-01.cs.princeton.edu,702.759
2253,planet3.cc.gt.atl.ga.us,planetlab-02.bu.edu,933.023
2254,planet3.cc.gt.atl.ga.us,planetlab-02.vt.nodes.planet-lab.org,326.092
2255,planet3.cc.gt.atl.ga.us,planetlab04.cs.washington.edu,2176.62
2256,planet3.cc.gt.atl.ga.us,planetlab1.clemson.edu,108.517
2257,planet3.cc.gt.atl.ga.us,planetlab1.cnds.jhu.edu,577.963
2258,planet3.cc.gt.atl.ga.us,planetlab1.cnis.nyit.edu,765.866
2259,planet3.cc.gt.atl.ga.us,planetlab1.cs.du.edu,1206.38
2260,planet3.cc.gt.atl.ga.us,planetlab1.csee.usf.edu,412.204
2261,planet3.cc.gt.atl.ga.us,planetlab-1.cse.ohio-state.edu,435.19
2262,planet3.cc.gt.atl.ga.us,planetlab1.cs.okstate.edu,735.256
2263,planet3.cc.gt.atl.ga.us,planetlab1.cs.ucla.edu,1942.88
2264,planet3.cc.gt.atl.ga.us,planetlab1.csuohio.edu,554.147
2265,planet3.cc.gt.atl.ga.us,planetlab1.emich.edu,586.794
2266,planet3.cc.gt.atl.ga.us,planetlab1.netlab.uky.edu,294.614
2267,planet3.cc.gt.atl.ga.us,planetlab1.ucsd.edu,1888.91
2268,planet3.cc.gt.atl.ga.us,planetlab2.acis.ufl.edu,309.463
2269,planet3.cc.gt.atl.ga.us,planetlab2.arizona-gigapop.net,1537.94
2270,planet3.cc.gt.atl.ga.us,planetlab2.citadel.edu,264.983
2271,planet3.cc.gt.atl.ga.us,planetlab-2.cse.ohio-state.edu,435.19
2272,planet3.cc.gt.atl.ga.us,planetlab2.cs.pitt.edu,509.245
2273,planet3.cc.gt.atl.ga.us,planetlab2.cs.purdue.edu,479.956
2274,planet3.cc.gt.atl.ga.us,planet-lab2.cs.ucr.edu,1884.69
2275,planet3.cc.gt.atl.ga.us,planetlab2.cs.uiuc.edu,485.888
2276,planet3.cc.gt.atl.ga.us,planetlab2.cs.uml.edu,935.976
2277,planet3.cc.gt.atl.ga.us,planetlab2.cs.unc.edu,337.891
2278,planet3.cc.gt.atl.ga.us,planetlab2.cs.uoregon.edu,2173.44
2279,planet3.cc.gt.atl.ga.us,planetlab2.temple.edu,666.111
2280,planet3.cc.gt.atl.ga.us,planetlab2.unl.edu,829.562
2281,planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75
2282,planet3.cc.gt.atl.ga.us,planetlab2.uta.edu,737.916
2283,planet3.cc.gt.atl.ga.us,planetlab2.utdallas.edu,714.363
2284,planet3.cc.gt.atl.ga.us,planetlab3.eecs.umich.edu,589.683
2285,planet3.cc.gt.atl.ga.us,planetlab3.rutgers.edu,718.815
2286,planet3.cc.gt.atl.ga.us,planetlab3.wail.wisc.edu,696.601
2287,planet3.cc.gt.atl.ga.us,planetlab4.tamu.edu,731.269
2288,planet3.cc.gt.atl.ga.us,planetlab-5.eecs.cwru.edu,555.077
2289,planet3.cc.gt.atl.ga.us,planetlabone.ccs.neu.edu,936.743
2290,planet3.cc.gt.atl.ga.us,pl-node-0.csl.sri.com,2123.1
2291,planet3.cc.gt.atl.ga.us,pluto.cs.brown.edu,898.753
2292,planet3.cc.gt.atl.ga.us,ricepl-5.cs.rice.edu,703.634
2293,planet3.cc.gt.atl.ga.us,salt.planetlab.cs.umd.edu,548.78
2294,planet3.cc.gt.atl.ga.us,75-130-96-13.static.oxfr.ma.charter.com,900.516
2295,planet3.cc.gt.atl.ga.us,pl1.eecs.utk.edu,152.274
2296,planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092
2297,planet3.cc.gt.atl.ga.us,planetlab-04.vt.nodes.planet-lab.org,326.092
