source,destination,distance,avg(dd.avgdelay)
planetlab1.ucsd.edu,salt.planetlab.cs.umd.edu,2274.55,1002
planetlabone.ccs.neu.edu,planetlab1.cs.unc.edu,618.199,1002
planetlab2.unr.edu,planetlabtwo.ccs.neu.edu,2518.17,1003
planetlab1.cnis.nyit.edu,planetlab2.unl.edu,1202.47,1005
planetlabone.ccs.neu.edu,planetlab1.unr.edu,2518.17,1005
planetlab1.unr.edu,planetlab5.csee.usf.edu,2269.85,1006
planetlab2.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,1006
node1.planetlab.mathcs.emory.edu,planetlab3.cs.uoregon.edu,2176.57,1006
planetlabone.ccs.neu.edu,planetlab1.arizona-gigapop.net,2279.57,1006
planetlab1.acis.ufl.edu,planetlab2.cnis.nyit.edu,910.347,1006
planetlabone.ccs.neu.edu,planetlab01.cs.washington.edu,2485.17,1008.5
planetlabtwo.ccs.neu.edu,planetlab2.unr.edu,2518.17,1008.6666666666666
planetlab1.cs.ucla.edu,node1.planetlab.mathcs.emory.edu,1946.8,1008.6666666666666
ebb.colgate.edu,planetlab1.cs.unc.edu,511.997,1009
node2.planetlab.mathcs.emory.edu,ebb.colgate.edu,784.142,1010
pl1.cs.montana.edu,planetlab3.ucsd.edu,942.925,1012
planetlab1.acis.ufl.edu,planetlab1.cs.ucla.edu,2132.9,1012
planetlab1.acis.ufl.edu,planetlab2.cs.ucla.edu,2132.9,1012
planetlabtwo.ccs.neu.edu,planetlab1.unr.edu,2518.17,1012.3333333333334
planetlab2.arizona-gigapop.net,planetlab1.cs.unc.edu,1835.61,1012.6666666666666
planetlab2.arizona-gigapop.net,planetlab2.cs.unc.edu,1835.61,1013
pl1.cs.montana.edu,planetlab2.cs.du.edu,516.104,1013.3333333333334
pl3.cs.unm.edu,planetlabtwo.ccs.neu.edu,1969.45,1013.5
planetlab02.cs.washington.edu,salt.planetlab.cs.umd.edu,2322.19,1013.5
planetlab1.ucsd.edu,planet3.cc.gt.atl.ga.us,1888.91,1015
planetlab1.temple.edu,ebb.colgate.edu,197.075,1015
planetlab1.temple.edu,planetlab02.cs.washington.edu,2371.56,1015
planetlab2.uta.edu,planetlab2.cs.uoregon.edu,1598.03,1016
node2.planetlab.mathcs.emory.edu,planetlab1.cnis.nyit.edu,762.242,1016
planetlab4.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,1016.6
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,1017.125
planetlab2.unr.edu,pl3.cs.unm.edu,785.352,1017.9
ebb.colgate.edu,planetlabone.ccs.neu.edu,231.249,1018
planetlabone.ccs.neu.edu,planetlab2.unr.edu,2518.17,1018
planetlabtwo.ccs.neu.edu,planetlab1.cnis.nyit.edu,171.184,1019
planetlab2.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,1019
pl2.cs.unm.edu,planetlab1.cs.uml.edu,1955.47,1019
planetlab2.cs.ucla.edu,planetlab1.cs.du.edu,838.534,1019
planetlab1.cs.ucla.edu,node2.planetlab.mathcs.emory.edu,1946.8,1019.75
pl3.cs.unm.edu,75-130-96-12.static.oxfr.ma.charter.com,1929.31,1020
planetlabtwo.ccs.neu.edu,planetlab02.cs.washington.edu,2485.17,1020
planetlab1.ucsd.edu,planetlab2.cnis.nyit.edu,2447.73,1020
planetlab1.unr.edu,pl3.cs.unm.edu,785.352,1020.1666666666666
planetlab3.cs.uoregon.edu,planetlab3.wail.wisc.edu,1675.66,1021.6666666666666
planetlab2.acis.ufl.edu,planetlab1.cnis.nyit.edu,910.347,1022
pl1.cs.montana.edu,planetlab1.cs.du.edu,516.104,1022.1428571428571
pl1.cs.montana.edu,planetlab1.ucsd.edu,942.925,1023.5
planetlab1.cs.ucla.edu,planetlab1.cs.okstate.edu,1213.96,1023.5
planetlab3.ucsd.edu,planetlab1.cs.du.edu,828.441,1024
planetlab2.unl.edu,planetlab1.cs.unc.edu,1010.64,1024.3333333333333
planetlab5.csee.usf.edu,planetlab2.cs.pitt.edu,854.202,1026
ebb.colgate.edu,planet3.cc.gt.atl.ga.us,787.204,1026
planetlab2.cs.ucla.edu,planetlab2.unl.edu,1277.72,1026
planetlab01.cs.washington.edu,node1.planetlab.mathcs.emory.edu,2179.38,1026
planet3.cc.gt.atl.ga.us,planetlab02.cs.washington.edu,2176.62,1026.3333333333333
