source,destination,distance,avg(dd.avgdelay)
planetlab2.cs.ucla.edu,planetlab2.temple.edu,2398.59,3012
planetlab1.cnis.nyit.edu,planetlab5.csee.usf.edu,1012.92,3033
pl2.cs.unm.edu,planetlab1.temple.edu,1749.1,3040
planetlab1.cs.uml.edu,planetlab3.cnds.jhu.edu,358.208,3041
planetlab2.acis.ufl.edu,planetlab1.cs.uml.edu,1082.48,3042
pl2.cs.unm.edu,planetlab2.unl.edu,671.709,3049
planetlab1.cs.uml.edu,planetlab2.acis.ufl.edu,1082.48,3058
planetlab2.arizona-gigapop.net,planetlab1.cs.uml.edu,2266.19,3059
planetlab1.cnis.nyit.edu,planetlab2.unl.edu,1202.47,3069
planetlab1.cs.ucla.edu,ebb.colgate.edu,2371.99,3069
planetlab2.cs.ucla.edu,planetlab-01.vt.nodes.planet-lab.org,2132.24,3103
planetlab1.cs.ucla.edu,planetlab1.cs.uml.edu,2585.79,3110
pl2.cs.unm.edu,planetlab1.cs.unc.edu,1549.05,3117
planetlab1.cnis.nyit.edu,planetlab3.cs.uoregon.edu,2494.03,3118
pl2.cs.unm.edu,planetlab-04.vt.nodes.planet-lab.org,1466.68,3130
pl2.cs.unm.edu,planetlab1.cs.uml.edu,1955.47,3133.5
planetlab2.cnis.nyit.edu,planetlab2.acis.ufl.edu,910.347,3143.5
planetlab1.cs.uml.edu,node1.planetlab.mathcs.emory.edu,932.44,3153
pl2.cs.unm.edu,planetlab1.acis.ufl.edu,1466.62,3158
planetlab02.cs.washington.edu,planetlab2.acis.ufl.edu,2453.73,3159
planetlab2.cs.ucla.edu,planetlab5.csee.usf.edu,2160.94,3162
planetlab1.cs.uml.edu,planetlab2.unl.edu,1308.08,3162.5
planetlab1.cs.uml.edu,planetlab1.temple.edu,271.31,3197
planetlab2.unl.edu,planetlab1.acis.ufl.edu,1115.4,3208
planetlab1.cs.uml.edu,planetlab3.cs.uoregon.edu,2557.8,3209
planetlab1.arizona-gigapop.net,ebb.colgate.edu,2055.63,3218
planetlab1.cs.uml.edu,node2.planetlab.mathcs.emory.edu,932.44,3220
planetlab1.cs.uml.edu,planetlab2.cs.uoregon.edu,2557.8,3253
planetlab2.cnis.nyit.edu,planetlab01.cs.washington.edu,2415.88,3286
planetlab1.cs.uml.edu,planetlab-01.vt.nodes.planet-lab.org,610.549,3289.5
planetlab1.cs.uml.edu,planetlabtwo.ccs.neu.edu,24.7867,3309
planetlab1.cs.uml.edu,planetlab2.citadel.edu,827.514,3309
planetlab02.cs.washington.edu,ebb.colgate.edu,2265.25,3316
planetlab1.cs.uml.edu,planetlab2.arizona-gigapop.net,2266.19,3358
planetlab2.unl.edu,ebb.colgate.edu,1094.27,3375
planetlab01.cs.washington.edu,ebb.colgate.edu,2265.25,3386
planetlab1.cs.uml.edu,planetlab1.cnis.nyit.edu,173.221,3392
planetlab2.unl.edu,planetlab1.cs.uml.edu,1308.08,3407
planetlab2.cnis.nyit.edu,planetlab3.eecs.umich.edu,532.051,3410.5
planetlab1.cs.uml.edu,planetlab2.unr.edu,2499.26,3418
planetlab2.cs.unc.edu,planetlab1.cs.uml.edu,621.287,3424
planetlab1.cs.uml.edu,planetlab01.cs.washington.edu,2462.92,3437
planetlab1.unr.edu,ebb.colgate.edu,2287.31,3445
planetlab1.cs.uml.edu,planetlab1.cs.ucla.edu,2585.79,3447.5
planetlab2.arizona-gigapop.net,ebb.colgate.edu,2055.63,3449
planetlab1.cnis.nyit.edu,planetlab2.arizona-gigapop.net,2138.67,3458
planetlab1.cnis.nyit.edu,planetlab3.wail.wisc.edu,824.529,3468
planetlab4.cs.uoregon.edu,planetlab2.acis.ufl.edu,2432.78,3474.5
planetlab2.cs.ucla.edu,planetlab2.acis.ufl.edu,2132.9,3480.6666666666665
planetlab2.cs.pitt.edu,planetlab2.acis.ufl.edu,742.176,3482
planetlab1.cnis.nyit.edu,planetlab01.cs.washington.edu,2415.88,3486
planetlab2.unr.edu,ebb.colgate.edu,2287.31,3494.6666666666665
planetlab1.cs.uml.edu,planetlab1.cs.du.edu,1749.99,3512.5
planetlab1.cs.uml.edu,planetlab3.eecs.umich.edu,631.168,3519
planetlab1.cs.uml.edu,planetlabone.ccs.neu.edu,24.7867,3522
planetlab1.cs.uml.edu,ebb.colgate.edu,213.892,3524
planetlab2.cs.uoregon.edu,planetlab1.acis.ufl.edu,2432.78,3526
planetlab1.cs.uml.edu,pl3.cs.unm.edu,1955.47,3584
planetlab2.cs.ucla.edu,ebb.colgate.edu,2371.99,3618
planetlab1.cs.uml.edu,planetlab2.cs.pitt.edu,478.371,3635
planetlab2.cnis.nyit.edu,planetlab2.temple.edu,99.7813,3643
planetlab1.cnis.nyit.edu,planetlab2.cs.du.edu,1646.66,3655
planetlab1.cs.uml.edu,planetlab-04.vt.nodes.planet-lab.org,610.549,3665.5
planetlab2.cnis.nyit.edu,planetlab2.unl.edu,1202.47,3683
planetlab2.cnis.nyit.edu,planetlab1.cs.du.edu,1646.66,3712
planetlab1.cs.uml.edu,planetlab1.cs.unc.edu,621.287,3720
planetlab1.cnis.nyit.edu,pl3.cs.unm.edu,1831.99,3739
planetlab1.cs.uml.edu,75-130-96-12.static.oxfr.ma.charter.com,36.0409,3739
planetlab1.cs.uml.edu,planetlab2.temple.edu,271.31,3741.3333333333335
planetlab1.cnis.nyit.edu,planetlab1.unr.edu,2412.34,3774
planetlab3.cs.uoregon.edu,ebb.colgate.edu,2352.72,3781
planetlab1.cnis.nyit.edu,planet3.cc.gt.atl.ga.us,765.866,3875
planetlab1.cnis.nyit.edu,planetlabtwo.ccs.neu.edu,171.184,3878
node2.planetlab.mathcs.emory.edu,ebb.colgate.edu,784.142,3896
planetlab1.cs.uml.edu,planetlab1.arizona-gigapop.net,2266.19,3904
planetlab1.cs.uml.edu,planetlab2.uta.edu,1559.43,3916
planetlab1.ucsd.edu,planetlab1.cs.uml.edu,2563.57,3973
planetlab2.unl.edu,planetlab2.acis.ufl.edu,1115.4,3981
planetlab2.cnis.nyit.edu,planetlab3.wail.wisc.edu,824.529,3987
