4.22698,0.1149584488
4.22698,0.1163434903
4.22698,0.1177285319
4.22698,0.1191135734
4.22698,0.120498615
4.22698,0.1218836565
4.22698,0.1232686981
4.22698,0.1246537396
4.22698,0.1274238227
4.22698,0.1288088643
4.22698,0.1301939058
4.22698,0.1315789474
4.22698,0.1329639889
4.22698,0.1343490305
4.22698,0.135734072
4.22698,0.1371191136
4.22698,0.1385041551
4.22698,0.1398891967
4.22698,0.1412742382
4.22698,0.1426592798
4.22698,0.1440443213
4.22698,0.1454293629
4.22698,0.1468144044
4.22698,0.148199446
4.22698,0.1495844875
4.22698,0.1509695291
4.22698,0.1523545706
4.22698,0.1537396122
4.22698,0.1551246537
4.22698,0.1565096953
4.22698,0.1592797784
4.22698,0.1606648199
4.22698,0.1620498615
4.22698,0.163434903
4.22698,0.1648199446
4.22698,0.1662049861
4.22698,0.1675900277
4.22698,0.1689750693
4.22698,0.1703601108
4.22698,0.1717451524
4.22698,0.1731301939
4.22698,0.1745152355
4.22698,0.175900277
4.22698,0.1772853186
4.22698,0.1786703601
4.22698,0.1800554017
4.22698,0.1814404432
4.22698,0.1828254848
4.22698,0.1842105263
4.22698,0.1855955679
4.22698,0.1869806094
4.22698,0.188365651
4.22698,0.1897506925
4.22698,0.1911357341
4.22698,0.1925207756
4.22698,0.1939058172
4.22698,0.1952908587
4.22698,0.1966759003
4.22698,0.1980609418
4.22698,0.1994459834
4.22698,0.2008310249
4.22698,0.2022160665
4.22698,0.203601108
4.22698,0.2049861496
4.22698,0.2063711911
4.22698,0.2077562327
4.22698,0.2119113573
4.22698,0.2132963989
4.22698,0.2396121884
4.22698,0.2409972299
4.22698,0.2548476454
4.22698,0.256232687
24.7867,0.2174515235
24.7867,0.2188365651
24.7867,0.2202216066
24.7867,0.2216066482
24.7867,0.2243767313
24.7867,0.2313019391
24.7867,0.2326869806
24.7867,0.2354570637
24.7867,0.2382271468
24.7867,0.2576177285
24.7867,0.2590027701
36.0409,0.0041551247
36.0409,0.364265928
36.0409,0.3781163435
36.0409,0.379501385
40.3915,0.0013850416
40.3915,0.0027700831
40.3915,0.2091412742
40.3915,0.2105263158
40.3915,0.2146814404
40.3915,0.216066482
40.3915,0.2229916898
40.3915,0.2257617729
40.3915,0.2271468144
40.3915,0.228531856
40.3915,0.2299168975
40.3915,0.2340720222
40.3915,0.2368421053
40.3915,0.2423822715
40.3915,0.243767313
40.3915,0.2451523546
40.3915,0.2465373961
40.3915,0.2479224377
40.3915,0.2493074792
40.3915,0.2506925208
40.3915,0.2520775623
40.3915,0.2534626039
88.9667,0.311634349
88.9667,0.3199445983
88.9667,0.3324099723
88.9667,0.3767313019
88.9667,0.4653739612
88.9667,0.9459833795
88.9667,0.9584487535
107.845,0.6565096953
112.37,0.6578947368
112.37,0.8254847645
117.005,0.0332409972
117.417,0.3573407202
117.417,0.3864265928
117.417,0.7950138504
171.184,0.8891966759
171.184,0.9390581717
184.814,0.8130193906
191.586,0.8060941828
191.586,0.9113573407
193.358,0.0055401662
212.222,0.0290858726
225.227,0.459833795
225.227,0.4709141274
225.227,0.472299169
225.227,0.4819944598
