source,destination,distance,avg(dd.avgdelay)
planetlab2.cnis.nyit.edu,planetlab3.eecs.umich.edu,532.051,1031
planetlab1.cs.uml.edu,planetlab2.acis.ufl.edu,1082.48,1038.5
planetlab1.cs.uml.edu,planetlab1.cs.ucla.edu,2585.79,1047.6666666666667
planetlab1.cs.uml.edu,ebb.colgate.edu,213.892,1065.5
planetlab1.cs.uml.edu,planetlab1.cs.du.edu,1749.99,1067.5
planetlab1.cs.uml.edu,planetlabone.ccs.neu.edu,24.7867,1079.142857142857
planetlab1.cs.uml.edu,planetlab02.cs.washington.edu,2462.92,1088
planetlab2.cs.unc.edu,planetlab1.cs.uml.edu,621.287,1090
planetlab1.cs.uml.edu,planetlab2.cs.du.edu,1749.99,1104
planetlab2.cs.uoregon.edu,planetlab1.cs.uml.edu,2557.8,1109
planetlab1.cs.uml.edu,planetlab3.cnds.jhu.edu,358.208,1109
planetlab1.cs.uml.edu,planetlab2.cs.ucla.edu,2585.79,1122.3333333333333
planetlab1.cs.uml.edu,planetlab-01.vt.nodes.planet-lab.org,610.549,1125.5
planetlab1.cs.uml.edu,planetlab4.cs.uoregon.edu,2557.8,1137.2
planetlab1.cs.uml.edu,node2.planetlab.mathcs.emory.edu,932.44,1138
planetlab1.cs.uml.edu,planetlab2.cs.uoregon.edu,2557.8,1140.6666666666667
node1.planetlab.mathcs.emory.edu,planetlab1.cs.uml.edu,932.44,1147
planetlab2.arizona-gigapop.net,planetlab1.cs.uml.edu,2266.19,1155.6666666666667
planetlab1.cs.uml.edu,planetlab2.citadel.edu,827.514,1157.5
planetlab1.cs.uml.edu,planetlab1.cnis.nyit.edu,173.221,1190.5
planetlab1.cs.uml.edu,planetlab1.temple.edu,271.31,1200
planetlab1.cs.uml.edu,planetlab2.unl.edu,1308.08,1200
pl1.cs.montana.edu,planetlab1.cs.uml.edu,1959.66,1229
pl2.cs.unm.edu,planetlab4.cs.uoregon.edu,1067.98,1232
ebb.colgate.edu,planetlab1.arizona-gigapop.net,2055.63,1244
planetlab1.cnis.nyit.edu,planetlab2.arizona-gigapop.net,2138.67,1248
planet3.cc.gt.atl.ga.us,planetlab2.cs.ucla.edu,1942.88,1251
pl2.cs.unm.edu,salt.planetlab.cs.umd.edu,1653.08,1252
pl2.cs.unm.edu,pl1.cs.montana.edu,766.953,1256
planetlab1.cnis.nyit.edu,planetlab01.cs.washington.edu,2415.88,1260
ebb.colgate.edu,planetlab4.cs.uoregon.edu,2352.72,1268
planetlab2.acis.ufl.edu,planetlab1.cs.uml.edu,1082.48,1268
pl2.cs.unm.edu,planetlab-01.vt.nodes.planet-lab.org,1466.68,1268
ebb.colgate.edu,planetlab2.cs.ucla.edu,2371.99,1269
planetlab1.cs.uml.edu,pl1.cs.montana.edu,1959.66,1270.3333333333333
planetlab1.cnis.nyit.edu,planetlab5.csee.usf.edu,1012.92,1274
planetlab1.cnis.nyit.edu,planetlab1.cs.okstate.edu,1305.74,1274
planetlab1.cs.uml.edu,planetlab01.cs.washington.edu,2462.92,1283
planetlab1.cs.du.edu,planetlab1.cs.uml.edu,1749.99,1288
planetlab1.acis.ufl.edu,pl1.cs.montana.edu,1905.96,1290
planetlab1.cs.uml.edu,planetlab-04.vt.nodes.planet-lab.org,610.549,1292.5
planetlab2.uta.edu,planetlab3.cnds.jhu.edu,1230.22,1293
planetlab1.cs.uml.edu,pl3.cs.unm.edu,1955.47,1314.5
planetlab1.ucsd.edu,planetlab1.cs.uml.edu,2563.57,1315
planetlab1.cs.uml.edu,planetlab1.cs.unc.edu,621.287,1335
planetlab1.cs.uml.edu,planetlab2.cs.pitt.edu,478.371,1440
