avgdelay
7
7
8
7
7
7
7
7
7
0
0
0
0
0
0
0
0
26
26
27
25
25
26
25
26
26
27
26
26
26
26
26
25
26
26
101
100
101
100
100
105
103
104
104
80
115
88
93
108
142
80
99
83
78
78
84
78
79
78
78
80
26
26
25
25
26
25
27
27
26
25
25
25
25
25
25
25
25
25
0
0
0
0
23
22
22
23
23
22
22
23
23
78
78
78
79
78
79
78
78
78
80
79
79
78
78
78
79
79
78
47
47
47
46
54
47
48
46
46
81
78
79
79
79
78
78
78
78
145
132
149
51
53
72
50
51
50
50
51
50
43
43
43
42
42
42
41
41
41
82
125
171
85
82
122
97
82
127
10
541
191
562
481
10
9
10
1092
37
34
36
34
34
34
33
34
34
0
0
0
0
0
0
0
0
12
11
12
11
11
11
11
11
11
84
120
86
84
744
84
194
93
92
93
91
92
92
92
91
92
47
48
47
56
48
49
51
46
52
80
79
79
79
79
79
79
79
78
543
61
61
60
59
59
60
59
61
81
19
40
50
50
50
50
63
51
50
50
50
23
22
26
26
22
27
22
21
22
83
82
82
84
130
82
83
82
82
33
32
32
89
696
88
88
87
87
88
88
696
12420
6910
9473
6861
3196
4010
4424
973
2093
30
29
30
30
30
30
29
30
29
12
11
12
12
11
11
12
11
11
0
0
0
0
64
63
63
64
63
63
63
63
64
18043
91
91
92
92
92
91
93
93
92
91
92
91
91
92
92
92
91
51
52
50
50
50
50
50
50
50
15
14
14
14
19
14
27
14
14
94
88
90
88
96
88
88
88
88
30
29
30
29
29
30
29
29
29
0
84
84
96
44
43
42
43
42
44
43
43
89
88
89
88
89
88
88
0
42
42
42
85
42
66
41
43
42
10
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
