distance,cdf
1675.66,0.6521282186
1675.66,0.6526537047
1677.84,0.6531791908
1677.84,0.6537046768
1677.84,0.6542301629
1677.84,0.654755649
1678.85,0.655281135
1678.85,0.6558066211
1678.85,0.6563321072
1703.38,0.6568575933
1703.38,0.6573830793
1703.38,0.6579085654
1703.38,0.6584340515
1703.38,0.6589595376
1703.38,0.6594850236
1703.38,0.6600105097
1703.38,0.6605359958
1723.89,0.6610614819
1723.89,0.6615869679
1723.89,0.662112454
1723.89,0.6626379401
1727.76,0.6631634262
1727.76,0.6636889122
1727.76,0.6642143983
1727.76,0.6647398844
1743.93,0.6652653705
1743.93,0.6657908565
1743.93,0.6663163426
1749.1,0.6668418287
1749.1,0.6673673148
1749.1,0.6678928008
1749.1,0.6684182869
1749.1,0.668943773
1749.1,0.6694692591
1749.99,0.6699947451
1749.99,0.6705202312
1749.99,0.6710457173
1749.99,0.6715712034
1754.34,0.6720966894
1754.34,0.6726221755
1759.98,0.6731476616
1759.98,0.6736731477
1759.98,0.6741986337
1759.98,0.6747241198
1759.98,0.6752496059
1759.98,0.675775092
1766.79,0.676300578
1766.79,0.6768260641
1766.79,0.6773515502
1766.79,0.6778770363
1766.79,0.6784025223
1766.79,0.6789280084
1766.79,0.6794534945
1766.79,0.6799789806
1787.43,0.6805044666
1789.91,0.6810299527
1789.91,0.6815554388
1789.91,0.6820809249
1789.91,0.6826064109
1793.8,0.683131897
1793.8,0.6836573831
1799.36,0.6841828692
1799.36,0.6847083552
1799.36,0.6852338413
1799.36,0.6857593274
1800.93,0.6862848135
1800.93,0.6868102995
1800.93,0.6873357856
1800.93,0.6878612717
1831.99,0.6883867578
1831.99,0.6889122438
1831.99,0.6894377299
1831.99,0.689963216
1831.99,0.690488702
1831.99,0.6910141881
1835.61,0.6915396742
1835.61,0.6920651603
1835.61,0.6925906463
1835.61,0.6931161324
1835.61,0.6936416185
1835.61,0.6941671046
1835.61,0.6946925906
1835.61,0.6952180767
1844.59,0.6957435628
1844.59,0.6962690489
1844.59,0.6967945349
1844.59,0.697320021
1869.86,0.6978455071
1869.86,0.6983709932
1880.38,0.6988964792
1880.38,0.6994219653
1880.38,0.6999474514
1880.38,0.7004729375
1888.91,0.7009984235
1888.91,0.7015239096
1888.91,0.7020493957
1888.91,0.7025748818
1892.9,0.7031003678
1892.9,0.7036258539
1892.9,0.70415134
1892.9,0.7046768261
1892.9,0.7052023121
1892.9,0.7057277982
1892.9,0.7062532843
1892.9,0.7067787704
1896.37,0.7073042564
1896.37,0.7078297425
1896.37,0.7083552286
1896.37,0.7088807147
1902.26,0.7094062007
1902.26,0.7099316868
1902.26,0.7104571729
1902.26,0.710982659
1905.96,0.711508145
1905.96,0.7120336311
1905.96,0.7125591172
1905.96,0.7130846033
1929.31,0.7136100893
1929.31,0.7141355754
1929.31,0.7146610615
1932.73,0.7151865476
1932.73,0.7157120336
1932.73,0.7162375197
1932.73,0.7167630058
1942.88,0.7172884919
1942.88,0.7178139779
1942.88,0.718339464
1942.88,0.7188649501
1945.63,0.7193904362
1945.63,0.7199159222
1946.8,0.7204414083
1946.8,0.7209668944
1946.8,0.7214923805
1946.8,0.7220178665
1946.8,0.7225433526
1946.8,0.7230688387
1946.8,0.7235943248
1946.8,0.7241198108
1954.15,0.7246452969
1954.15,0.725170783
1954.72,0.725696269
1954.72,0.7262217551
1954.72,0.7267472412
1954.72,0.7272727273
1955.47,0.7277982133
1955.47,0.7283236994
1955.47,0.7288491855
1959.66,0.7293746716
1959.66,0.7299001576
1967.73,0.7304256437
1967.73,0.7309511298
1967.73,0.7314766159
1967.73,0.7320021019
1967.73,0.732527588
1967.73,0.7330530741
1969.45,0.7335785602
1969.45,0.7341040462
1969.45,0.7346295323
1969.45,0.7351550184
1969.45,0.7356805045
1969.45,0.7362059905
1973.98,0.7367314766
1973.98,0.7372569627
1973.98,0.7377824488
1973.98,0.7383079348
1978.28,0.7388334209
1978.28,0.739358907
1980.62,0.7398843931
1980.62,0.7404098791
1980.62,0.7409353652
1980.62,0.7414608513
1989.75,0.7419863374
1989.75,0.7425118234
1989.75,0.7430373095
1989.75,0.7435627956
1993.27,0.7440882817
1993.27,0.7446137677
1993.27,0.7451392538
1993.27,0.7456647399
1993.27,0.746190226
1993.27,0.746715712
1993.27,0.7472411981
1993.27,0.7477666842
2053.47,0.7482921703
2053.47,0.7488176563
2053.47,0.7493431424
2053.47,0.7498686285
2053.47,0.7503941146
2053.47,0.7509196006
2053.47,0.7514450867
2053.47,0.7519705728
2055.63,0.7524960589
2055.63,0.7530215449
2055.63,0.753547031
2055.63,0.7540725171
2067.33,0.7545980032
2067.33,0.7551234892
2067.33,0.7556489753
2067.33,0.7561744614
2067.33,0.7566999475
2067.33,0.7572254335
2067.33,0.7577509196
2067.33,0.7582764057
2090.82,0.7588018917
2090.82,0.7593273778
2090.82,0.7598528639
2090.82,0.76037835
2091.37,0.760903836
2091.37,0.7614293221
2091.37,0.7619548082
2091.37,0.7624802943
2091.37,0.7630057803
2091.37,0.7635312664
2093.1,0.7640567525
2093.1,0.7645822386
2093.1,0.7651077246
2093.1,0.7656332107
2111.92,0.7661586968
2111.92,0.7666841829
2111.92,0.7672096689
2111.92,0.767735155
2123.48,0.7682606411
2123.48,0.7687861272
2123.48,0.7693116132
2123.48,0.7698370993
2123.48,0.7703625854
2123.48,0.7708880715
2132.24,0.7714135575
2132.24,0.7719390436
2132.24,0.7724645297
2132.24,0.7729900158
2132.24,0.7735155018
2132.24,0.7740409879
2132.9,0.774566474
2132.9,0.7750919601
2132.9,0.7756174461
2132.9,0.7761429322
2132.9,0.7766684183
2132.9,0.7771939044
2132.9,0.7777193904
2132.9,0.7782448765
2137.39,0.7787703626
2137.39,0.7792958487
2137.39,0.7798213347
2137.39,0.7803468208
2138.67,0.7808723069
2138.67,0.781397793
2138.67,0.781923279
2138.67,0.7824487651
2138.67,0.7829742512
2138.67,0.7834997373
2138.67,0.7840252233
2138.67,0.7845507094
2142.12,0.7850761955
2142.12,0.7856016816
2142.12,0.7861271676
2142.12,0.7866526537
2152.52,0.7871781398
2152.52,0.7877036259
2152.52,0.7882291119
2152.52,0.788754598
2160.94,0.7892800841
2160.94,0.7898055702
2160.94,0.7903310562
2160.94,0.7908565423
2173.44,0.7913820284
2173.44,0.7919075145
2173.44,0.7924330005
2173.44,0.7929584866
2173.44,0.7934839727
2173.44,0.7940094587
2174.07,0.7945349448
2174.07,0.7950604309
2174.07,0.795585917
2174.07,0.796111403
2174.07,0.7966368891
2174.07,0.7971623752
2174.07,0.7976878613
2174.07,0.7982133473
2176.57,0.7987388334
2176.57,0.7992643195
2176.57,0.7997898056
2176.57,0.8003152916
2176.57,0.8008407777
2176.57,0.8013662638
2176.57,0.8018917499
2176.57,0.8024172359
2176.57,0.802942722
2176.57,0.8034682081
2176.57,0.8039936942
2176.57,0.8045191802
2176.62,0.8050446663
2176.62,0.8055701524
2176.62,0.8060956385
2176.62,0.8066211245
2179.38,0.8071466106
2179.38,0.8076720967
2179.38,0.8081975828
2179.38,0.8087230688
2179.38,0.8092485549
2179.38,0.809774041
2179.38,0.8102995271
2179.38,0.8108250131
2196.01,0.8113504992
2196.01,0.8118759853
2196.01,0.8124014714
2196.01,0.8129269574
2196.01,0.8134524435
2196.01,0.8139779296
2207.47,0.8145034157
2207.47,0.8150289017
2207.47,0.8155543878
2207.47,0.8160798739
2218.84,0.81660536
2218.84,0.817130846
2218.84,0.8176563321
2218.84,0.8181818182
2218.84,0.8187073043
2218.84,0.8192327903
2218.84,0.8197582764
2218.84,0.8202837625
2222.92,0.8208092486
2222.92,0.8213347346
2222.92,0.8218602207
2222.92,0.8223857068
2222.92,0.8229111929
2222.92,0.8234366789
2222.92,0.823962165
2222.92,0.8244876511
2223.18,0.8250131372
2223.18,0.8255386232
2223.18,0.8260641093
2223.18,0.8265895954
2223.18,0.8271150815
2223.18,0.8276405675
2223.18,0.8281660536
2223.18,0.8286915397
2224.59,0.8292170257
2224.59,0.8297425118
2224.59,0.8302679979
2224.59,0.830793484
2224.59,0.83131897
2224.59,0.8318444561
2239.32,0.8323699422
2239.32,0.8328954283
2239.32,0.8334209143
2239.32,0.8339464004
2252.22,0.8344718865
2252.22,0.8349973726
2252.22,0.8355228586
2252.22,0.8360483447
2259.72,0.8365738308
2259.72,0.8370993169
2259.72,0.8376248029
2259.72,0.838150289
2259.72,0.8386757751
2259.72,0.8392012612
2259.72,0.8397267472
2259.72,0.8402522333
2259.72,0.8407777194
2265.25,0.8413032055
2265.25,0.8418286915
2265.25,0.8423541776
2265.25,0.8428796637
2266.19,0.8434051498
2266.19,0.8439306358
2266.19,0.8444561219
2266.19,0.844981608
2269.85,0.8455070941
2269.85,0.8460325801
2269.85,0.8465580662
2269.85,0.8470835523
2271.58,0.8476090384
2271.58,0.8481345244
2274.55,0.8486600105
2274.55,0.8491854966
2279.57,0.8497109827
2279.57,0.8502364687
2279.57,0.8507619548
2279.57,0.8512874409
2279.57,0.851812927
2279.57,0.852338413
2279.57,0.8528638991
2279.57,0.8533893852
2283.47,0.8539148713
2283.47,0.8544403573
2283.47,0.8549658434
2283.47,0.8554913295
2287.31,0.8560168156
2287.31,0.8565423016
2287.31,0.8570677877
2287.31,0.8575932738
2292.24,0.8581187599
2292.24,0.8586442459
2292.24,0.859169732
2292.24,0.8596952181
2308.86,0.8602207042
2308.86,0.8607461902
2322.19,0.8612716763
2322.19,0.8617971624
2325.4,0.8623226484
2325.4,0.8628481345
2325.4,0.8633736206
2325.4,0.8638991067
2326.5,0.8644245927
2326.5,0.8649500788
2326.5,0.8654755649
2326.5,0.866001051
2336.95,0.866526537
2336.95,0.8670520231
2336.95,0.8675775092
2336.95,0.8681029953
2336.95,0.8686284813
2336.95,0.8691539674
2336.95,0.8696794535
2336.95,0.8702049396
2346.81,0.8707304256
2346.81,0.8712559117
2346.81,0.8717813978
2346.81,0.8723068839
2346.81,0.8728323699
2346.81,0.873357856
2346.81,0.8738833421
2346.81,0.8744088282
2350.28,0.8749343142
2350.28,0.8754598003
2350.28,0.8759852864
2350.28,0.8765107725
2352.72,0.8770362585
2352.72,0.8775617446
2352.72,0.8780872307
2352.72,0.8786127168
2352.72,0.8791382028
2352.72,0.8796636889
2367.57,0.880189175
2367.57,0.8807146611
2367.57,0.8812401471
2367.57,0.8817656332
2367.57,0.8822911193
2367.57,0.8828166054
2367.57,0.8833420914
2367.57,0.8838675775
2367.57,0.8843930636
2367.57,0.8849185497
2367.57,0.8854440357
2367.57,0.8859695218
2367.7,0.8864950079
2367.7,0.887020494
2367.7,0.88754598
2367.7,0.8880714661
2367.7,0.8885969522
2367.7,0.8891224383
2367.7,0.8896479243
2367.7,0.8901734104
2371.56,0.8906988965
2371.56,0.8912243826
2371.56,0.8917498686
2371.56,0.8922753547
2371.56,0.8928008408
2371.56,0.8933263269
2371.56,0.8938518129
2371.56,0.894377299
2371.99,0.8949027851
2371.99,0.8954282712
2371.99,0.8959537572
2371.99,0.8964792433
2379.84,0.8970047294
2379.84,0.8975302154
2379.84,0.8980557015
2387.39,0.8985811876
2387.39,0.8991066737
2387.39,0.8996321597
2387.39,0.9001576458
2387.39,0.9006831319
2387.39,0.901208618
2398.59,0.901734104
2398.59,0.9022595901
2398.59,0.9027850762
2398.59,0.9033105623
2398.59,0.9038360483
2398.59,0.9043615344
2398.59,0.9048870205
2398.59,0.9054125066
2412.34,0.9059379926
2412.34,0.9064634787
2412.34,0.9069889648
2412.34,0.9075144509
2412.34,0.9080399369
2412.34,0.908565423
2412.34,0.9090909091
2412.34,0.9096163952
2415.88,0.9101418812
2415.88,0.9106673673
2415.88,0.9111928534
2415.88,0.9117183395
2415.88,0.9122438255
2415.88,0.9127693116
2415.88,0.9132947977
2415.88,0.9138202838
2420.76,0.9143457698
2420.76,0.9148712559
2420.76,0.915396742
2420.76,0.9159222281
2427.88,0.9164477141
2427.88,0.9169732002
2427.88,0.9174986863
2427.88,0.9180241724
2427.88,0.9185496584
2427.88,0.9190751445
2432.78,0.9196006306
2432.78,0.9201261167
2432.78,0.9206516027
2432.78,0.9211770888
2432.78,0.9217025749
2432.78,0.922228061
2432.78,0.922753547
2432.78,0.9232790331
2432.78,0.9238045192
2432.78,0.9243300053
2432.78,0.9248554913
2432.78,0.9253809774
2440.52,0.9259064635
2440.52,0.9264319496
2440.52,0.9269574356
2440.52,0.9274829217
2440.52,0.9280084078
2440.52,0.9285338939
2440.52,0.9290593799
2440.52,0.929584866
2440.52,0.9301103521
2440.52,0.9306358382
2440.52,0.9311613242
2440.52,0.9316868103
2447.73,0.9322122964
2447.73,0.9327377824
2447.73,0.9332632685
2447.73,0.9337887546
2452.48,0.9343142407
2452.48,0.9348397267
2452.48,0.9353652128
2452.48,0.9358906989
2453.73,0.936416185
2453.73,0.936941671
2453.73,0.9374671571
2453.73,0.9379926432
2453.73,0.9385181293
2453.73,0.9390436153
2453.73,0.9395691014
2453.73,0.9400945875
2462.92,0.9406200736
2462.92,0.9411455596
2462.92,0.9416710457
2462.92,0.9421965318
2475.81,0.9427220179
2475.81,0.9432475039
2475.81,0.94377299
2475.81,0.9442984761
2475.81,0.9448239622
2475.81,0.9453494482
2475.81,0.9458749343
2475.81,0.9464004204
2480.67,0.9469259065
2480.67,0.9474513925
2480.67,0.9479768786
2480.67,0.9485023647
2485.17,0.9490278508
2485.17,0.9495533368
2485.17,0.9500788229
2485.17,0.950604309
2485.17,0.9511297951
2485.17,0.9516552811
2485.17,0.9521807672
2485.17,0.9527062533
2492.18,0.9532317394
2492.18,0.9537572254
2492.18,0.9542827115
2492.18,0.9548081976
2492.18,0.9553336837
2492.18,0.9558591697
2494.03,0.9563846558
2494.03,0.9569101419
2494.03,0.957435628
2494.03,0.957961114
2494.03,0.9584866001
2494.03,0.9590120862
2494.03,0.9595375723
2494.03,0.9600630583
2494.03,0.9605885444
2494.03,0.9611140305
2494.03,0.9616395166
2494.03,0.9621650026
2499.26,0.9626904887
2499.26,0.9632159748
2499.26,0.9637414609
2499.26,0.9642669469
2518.17,0.964792433
2518.17,0.9653179191
2518.17,0.9658434051
2518.17,0.9663688912
2518.17,0.9668943773
2518.17,0.9674198634
2518.17,0.9679453494
2518.17,0.9684708355
2523.09,0.9689963216
2523.09,0.9695218077
2523.09,0.9700472937
2523.09,0.9705727798
2539.12,0.9710982659
2539.12,0.971623752
2539.12,0.972149238
2539.12,0.9726747241
2543.96,0.9732002102
2543.96,0.9737256963
2543.96,0.9742511823
2543.96,0.9747766684
2543.96,0.9753021545
2543.96,0.9758276406
2557.8,0.9763531266
2557.8,0.9768786127
2557.8,0.9774040988
2557.8,0.9779295849
2557.8,0.9784550709
2557.8,0.978980557
2562.54,0.9795060431
2562.54,0.9800315292
2562.54,0.9805570152
2562.54,0.9810825013
2563.57,0.9816079874
2563.57,0.9821334735
2563.57,0.9826589595
2563.57,0.9831844456
2578.86,0.9837099317
2578.86,0.9842354178
2578.86,0.9847609038
2578.86,0.9852863899
2578.86,0.985811876
2578.86,0.9863373621
2578.86,0.9868628481
2578.86,0.9873883342
2578.86,0.9879138203
2578.86,0.9884393064
2578.86,0.9889647924
2578.86,0.9894902785
2578.88,0.9900157646
2578.88,0.9905412507
2578.88,0.9910667367
2578.88,0.9915922228
2578.88,0.9921177089
2578.88,0.992643195
2578.88,0.993168681
2578.88,0.9936941671
2585.79,0.9942196532
2585.79,0.9947451393
2585.79,0.9952706253
2585.79,0.9957961114
2601.94,0.9963215975
2601.94,0.9968470836
2601.94,0.9973725696
2601.94,0.9978980557
2601.94,0.9984235418
2601.94,0.9989490279
2601.94,0.9994745139
2601.94,1
