distance,cdf
910.347,0.3883342091
910.347,0.3888596952
913.348,0.3893851813
913.348,0.3899106674
921.877,0.3904361534
921.877,0.3909616395
921.877,0.3914871256
921.877,0.3920126117
925.173,0.3925380977
925.173,0.3930635838
925.173,0.3935890699
928.211,0.394114556
928.211,0.394640042
928.211,0.3951655281
928.211,0.3956910142
931.225,0.3962165003
931.225,0.3967419863
931.225,0.3972674724
931.225,0.3977929585
932.44,0.3983184446
932.44,0.3988439306
932.44,0.3993694167
932.44,0.3998949028
932.633,0.4004203889
932.633,0.4009458749
933.146,0.401471361
933.146,0.4019968471
933.146,0.4025223332
933.146,0.4030478192
933.146,0.4035733053
933.146,0.4040987914
933.146,0.4046242775
933.146,0.4051497635
935.976,0.4056752496
935.976,0.4062007357
936.743,0.4067262218
936.743,0.4072517078
936.743,0.4077771939
936.743,0.40830268
942.925,0.4088281661
942.925,0.4093536521
942.925,0.4098791382
942.925,0.4104046243
959.695,0.4109301104
959.695,0.4114555964
959.695,0.4119810825
959.695,0.4125065686
959.695,0.4130320547
959.695,0.4135575407
959.695,0.4140830268
959.695,0.4146085129
965.673,0.4151339989
965.673,0.415659485
965.673,0.4161849711
965.673,0.4167104572
968.366,0.4172359432
968.366,0.4177614293
976.442,0.4182869154
976.442,0.4188124015
976.442,0.4193378875
976.442,0.4198633736
976.442,0.4203888597
976.442,0.4209143458
976.442,0.4214398318
976.442,0.4219653179
976.442,0.422490804
976.442,0.4230162901
976.442,0.4235417761
976.442,0.4240672622
981.21,0.4245927483
981.21,0.4251182344
981.499,0.4256437204
981.499,0.4261692065
981.499,0.4266946926
981.499,0.4272201787
985.877,0.4277456647
985.877,0.4282711508
986.329,0.4287966369
986.329,0.429322123
987.459,0.429847609
987.459,0.4303730951
987.459,0.4308985812
987.459,0.4314240673
993.408,0.4319495533
993.408,0.4324750394
993.408,0.4330005255
995.602,0.4335260116
995.602,0.4340514976
1000.01,0.4345769837
1000.01,0.4351024698
1005.74,0.4356279559
1005.74,0.4361534419
1005.74,0.436678928
1005.74,0.4372044141
1006.34,0.4377299002
1006.34,0.4382553862
1006.34,0.4387808723
1006.34,0.4393063584
1010.64,0.4398318445
1010.64,0.4403573305
1010.64,0.4408828166
1010.64,0.4414083027
1012.92,0.4419337888
1012.92,0.4424592748
1012.92,0.4429847609
1012.92,0.443510247
1021.15,0.4440357331
1021.15,0.4445612191
1023.85,0.4450867052
1023.85,0.4456121913
1023.85,0.4461376774
1023.85,0.4466631634
1023.85,0.4471886495
1023.85,0.4477141356
1023.85,0.4482396217
1023.85,0.4487651077
1045.87,0.4492905938
1045.87,0.4498160799
1045.87,0.4503415659
1045.87,0.450867052
1045.87,0.4513925381
1045.87,0.4519180242
1045.87,0.4524435102
1045.87,0.4529689963
1045.87,0.4534944824
1045.87,0.4540199685
1045.87,0.4545454545
1045.87,0.4550709406
1046.62,0.4555964267
1046.62,0.4561219128
1046.62,0.4566473988
1046.62,0.4571728849
1050.74,0.457698371
1053.06,0.4582238571
1053.06,0.4587493431
1053.06,0.4592748292
1053.06,0.4598003153
1054.87,0.4603258014
1054.87,0.4608512874
1054.87,0.4613767735
1054.87,0.4619022596
1054.87,0.4624277457
1054.87,0.4629532317
1054.87,0.4634787178
1054.87,0.4640042039
1063.65,0.46452969
1063.65,0.465055176
1067.98,0.4655806621
1067.98,0.4661061482
1067.98,0.4666316343
1067.98,0.4671571203
1067.98,0.4676826064
1067.98,0.4682080925
1067.98,0.4687335786
1067.98,0.4692590646
1067.98,0.4697845507
1074.27,0.4703100368
1074.27,0.4708355229
1075.15,0.4713610089
1075.15,0.471886495
1075.15,0.4724119811
1076.45,0.4729374672
1076.45,0.4734629532
1076.45,0.4739884393
1076.45,0.4745139254
1076.45,0.4750394115
1076.45,0.4755648975
1076.45,0.4760903836
1076.45,0.4766158697
1081.06,0.4771413558
1081.06,0.4776668418
1081.38,0.4781923279
1081.38,0.478717814
1082.48,0.4792433001
1082.48,0.4797687861
1082.48,0.4802942722
1082.48,0.4808197583
1089.95,0.4813452444
1089.95,0.4818707304
1094.27,0.4823962165
1094.27,0.4829217026
1108.11,0.4834471886
1108.11,0.4839726747
1115.4,0.4844981608
1115.4,0.4850236469
1115.4,0.4855491329
1115.4,0.486074619
1117.74,0.4866001051
1119.98,0.4871255912
1119.98,0.4876510772
1119.98,0.4881765633
1119.98,0.4887020494
1130.57,0.4892275355
1130.57,0.4897530215
1130.57,0.4902785076
1130.57,0.4908039937
1137.94,0.4913294798
1137.94,0.4918549658
1148.32,0.4923804519
1148.32,0.492905938
1160.82,0.4934314241
1160.82,0.4939569101
1166.91,0.4944823962
1166.91,0.4950078823
1166.91,0.4955333684
1166.91,0.4960588544
1167.76,0.4965843405
1167.76,0.4971098266
1167.76,0.4976353127
1167.76,0.4981607987
1176.9,0.4986862848
1176.9,0.4992117709
1176.9,0.499737257
1176.9,0.500262743
1183.99,0.5007882291
1183.99,0.5013137152
1184.83,0.5018392013
1184.83,0.5023646873
1184.83,0.5028901734
1184.83,0.5034156595
1184.83,0.5039411456
1184.83,0.5044666316
1194.62,0.5049921177
1194.62,0.5055176038
1202.47,0.5060430899
1202.47,0.5065685759
1202.47,0.507094062
1202.47,0.5076195481
1206.26,0.5081450342
1206.38,0.5086705202
1206.38,0.5091960063
1206.38,0.5097214924
1206.38,0.5102469785
1209.74,0.5107724645
1209.74,0.5112979506
1209.74,0.5118234367
1209.74,0.5123489228
1209.74,0.5128744088
1209.74,0.5133998949
1209.74,0.513925381
1209.74,0.5144508671
1213.96,0.5149763531
1213.96,0.5155018392
1213.96,0.5160273253
1213.96,0.5165528114
1218.48,0.5170782974
1218.48,0.5176037835
1218.48,0.5181292696
1218.48,0.5186547556
1220.8,0.5191802417
1220.8,0.5197057278
1220.8,0.5202312139
1220.8,0.5207566999
1220.8,0.521282186
1220.8,0.5218076721
1220.8,0.5223331582
1220.8,0.5228586442
1221.7,0.5233841303
1221.7,0.5239096164
1221.7,0.5244351025
1221.7,0.5249605885
1230.22,0.5254860746
1230.22,0.5260115607
1231.5,0.5265370468
1231.5,0.5270625328
1231.5,0.5275880189
1231.5,0.528113505
1233.99,0.5286389911
1233.99,0.5291644771
1258.22,0.5296899632
1258.22,0.5302154493
1258.22,0.5307409354
1258.22,0.5312664214
1259.87,0.5317919075
1259.87,0.5323173936
1259.87,0.5328428797
1259.87,0.5333683657
1268.79,0.5338938518
1268.79,0.5344193379
1268.79,0.534944824
1272.71,0.53547031
1272.71,0.5359957961
1272.71,0.5365212822
1272.71,0.5370467683
1272.71,0.5375722543
1272.71,0.5380977404
1277.72,0.5386232265
1277.72,0.5391487126
1277.72,0.5396741986
1277.72,0.5401996847
1285.07,0.5407251708
1285.07,0.5412506569
1305.74,0.5417761429
1305.74,0.542301629
1305.74,0.5428271151
1305.74,0.5433526012
1308.08,0.5438780872
1308.08,0.5444035733
1316.19,0.5449290594
1316.19,0.5454545455
1316.19,0.5459800315
1316.19,0.5465055176
1318.13,0.5470310037
1318.13,0.5475564898
1318.13,0.5480819758
1318.13,0.5486074619
1324.36,0.549132948
1324.36,0.5496584341
1324.36,0.5501839201
1324.36,0.5507094062
1328.53,0.5512348923
1328.53,0.5517603783
1328.53,0.5522858644
1335.36,0.5528113505
1335.36,0.5533368366
1335.36,0.5538623226
1335.36,0.5543878087
1335.36,0.5549132948
1335.36,0.5554387809
1346.73,0.5559642669
1346.73,0.556489753
1346.73,0.5570152391
1346.73,0.5575407252
1347.65,0.5580662112
1347.65,0.5585916973
1347.65,0.5591171834
1347.65,0.5596426695
1358.75,0.5601681555
1358.75,0.5606936416
1358.75,0.5612191277
1358.75,0.5617446138
1358.75,0.5622700998
1358.75,0.5627955859
1363.34,0.563321072
1363.34,0.5638465581
1372.07,0.5643720441
1372.07,0.5648975302
1390.94,0.5654230163
1390.94,0.5659485024
1390.94,0.5664739884
1390.94,0.5669994745
1410.2,0.5675249606
1410.2,0.5680504467
1410.2,0.5685759327
1410.2,0.5691014188
1411.82,0.5696269049
1411.82,0.570152391
1433.75,0.570677877
1433.75,0.5712033631
1433.75,0.5717288492
1433.75,0.5722543353
1433.75,0.5727798213
1433.75,0.5733053074
1433.75,0.5738307935
1433.75,0.5743562796
1440.4,0.5748817656
1440.4,0.5754072517
1452.21,0.5759327378
1452.21,0.5764582239
1452.21,0.5769837099
1452.21,0.577509196
1456.94,0.5780346821
1456.94,0.5785601682
1456.94,0.5790856542
1456.94,0.5796111403
1456.94,0.5801366264
1456.94,0.5806621125
1456.94,0.5811875985
1456.94,0.5817130846
1466.46,0.5822385707
1466.46,0.5827640568
1466.46,0.5832895428
1466.46,0.5838150289
1466.62,0.584340515
1466.62,0.5848660011
1466.62,0.5853914871
1466.62,0.5859169732
1466.62,0.5864424593
1466.62,0.5869679453
1466.68,0.5874934314
1466.68,0.5880189175
1466.68,0.5885444036
1466.68,0.5890698896
1466.68,0.5895953757
1471.11,0.5901208618
1471.11,0.5906463479
1471.11,0.5911718339
1471.11,0.59169732
1471.11,0.5922228061
1471.11,0.5927482922
1492.07,0.5932737782
1492.07,0.5937992643
1494.69,0.5943247504
1494.69,0.5948502365
1494.69,0.5953757225
1502.34,0.5959012086
1502.34,0.5964266947
1502.34,0.5969521808
1505.97,0.5974776668
1505.97,0.5980031529
1505.97,0.598528639
1505.97,0.5990541251
1512.93,0.5995796111
1512.93,0.6001050972
1512.93,0.6006305833
1512.93,0.6011560694
1515.87,0.6016815554
1515.87,0.6022070415
1515.87,0.6027325276
1515.87,0.6032580137
1528.06,0.6037834997
1528.06,0.6043089858
1533.43,0.6048344719
1533.43,0.605359958
1533.43,0.605885444
1536.1,0.6064109301
1536.1,0.6069364162
1536.1,0.6074619023
1536.1,0.6079873883
1537.94,0.6085128744
1537.94,0.6090383605
1537.94,0.6095638466
1537.94,0.6100893326
1542.02,0.6106148187
1542.02,0.6111403048
1542.02,0.6116657909
1542.02,0.6121912769
1542.02,0.612716763
1542.02,0.6132422491
1542.02,0.6137677352
1542.02,0.6142932212
1549.05,0.6148187073
1549.05,0.6153441934
1549.05,0.6158696795
1549.05,0.6163951655
1549.05,0.6169206516
1549.05,0.6174461377
1559.43,0.6179716238
1559.43,0.6184971098
1568.12,0.6190225959
1568.12,0.619548082
1568.12,0.6200735681
1568.12,0.6205990541
1574.28,0.6211245402
1574.28,0.6216500263
1574.28,0.6221755123
1574.28,0.6227009984
1574.28,0.6232264845
1574.28,0.6237519706
1574.28,0.6242774566
1574.28,0.6248029427
1589.14,0.6253284288
1589.14,0.6258539149
1589.14,0.6263794009
1589.14,0.626904887
1598.03,0.6274303731
1598.03,0.6279558592
1598.03,0.6284813452
1598.03,0.6290068313
1598.03,0.6295323174
1598.03,0.6300578035
1602.95,0.6305832895
1602.95,0.6311087756
1616.67,0.6316342617
1616.67,0.6321597478
1616.67,0.6326852338
1616.67,0.6332107199
1626.05,0.633736206
1626.05,0.6342616921
1628.77,0.6347871781
1628.77,0.6353126642
1628.77,0.6358381503
1628.77,0.6363636364
1641.62,0.6368891224
1641.62,0.6374146085
1641.62,0.6379400946
1641.62,0.6384655807
1646.66,0.6389910667
1646.66,0.6395165528
1646.66,0.6400420389
1646.66,0.640567525
1646.66,0.641093011
1646.66,0.6416184971
1646.66,0.6421439832
1646.66,0.6426694693
1653.08,0.6431949553
1653.08,0.6437204414
1662.23,0.6442459275
1662.23,0.6447714136
1662.23,0.6452968996
1662.23,0.6458223857
1669.92,0.6463478718
1669.92,0.6468733579
1669.92,0.6473988439
1669.92,0.64792433
1671.68,0.6484498161
1671.68,0.6489753022
1671.68,0.6495007882
1675.66,0.6500262743
1675.66,0.6505517604
1675.66,0.6510772465
1675.66,0.6516027325
