source,destination,distance,avg(dd.avgdelay)
planetlab1.cs.uml.edu,planetlab1.cnis.nyit.edu,173.221,508
planetlab2.citadel.edu,ebb.colgate.edu,733.032,543
planetlab1.cs.uml.edu,planetlab2.citadel.edu,827.514,551
planetlab1.cs.uml.edu,ebb.colgate.edu,213.892,551.5
planetlab1.cs.uml.edu,planetlab-04.vt.nodes.planet-lab.org,610.549,555
planetlab2.cs.ucla.edu,planetlab1.cs.unc.edu,2218.84,561
planetlab1.cs.uml.edu,planetlab1.unr.edu,2499.26,561
planetlab2.cs.pitt.edu,planetlab1.cs.uml.edu,478.371,580
planetlab1.cs.uml.edu,planetlab1.acis.ufl.edu,1082.48,585
planetlab1.cs.uml.edu,planetlab2.cs.du.edu,1749.99,586
planetlab1.cs.uml.edu,planetlab3.wail.wisc.edu,913.348,594.5
planetlab1.cs.uml.edu,planetlab2.cs.uoregon.edu,2557.8,597
planetlab1.cs.uml.edu,planetlab1.arizona-gigapop.net,2266.19,604
planetlab1.cs.ucla.edu,pl3.cs.unm.edu,674.089,608
planetlab1.cs.uml.edu,planetlab2.uta.edu,1559.43,610
planetlab1.cs.uml.edu,planetlab1.temple.edu,271.31,626
planetlab1.cs.uml.edu,planetlab3.cnds.jhu.edu,358.208,626.5
pl2.cs.unm.edu,planetlab2.temple.edu,1749.1,629
planetlab1.cs.uml.edu,planetlab-01.vt.nodes.planet-lab.org,610.549,633
planetlab1.cs.uml.edu,planetlab2.cs.ucla.edu,2585.79,638.3333333333334
planetlab1.cs.uml.edu,planetlab1.cs.du.edu,1749.99,640.5
planetlab2.cs.uoregon.edu,planetlab1.cs.uml.edu,2557.8,642
pl2.cs.unm.edu,planetlabone.ccs.neu.edu,1969.45,648
ebb.colgate.edu,planetlab1.cs.uml.edu,213.892,649
planetlab1.cs.uml.edu,planetlab2.unr.edu,2499.26,653.6666666666666
planetlab1.cs.uml.edu,planetlabone.ccs.neu.edu,24.7867,654
planetlab2.cs.ucla.edu,planetlab2.unr.edu,385.402,655
node1.planetlab.mathcs.emory.edu,pl3.cs.unm.edu,1272.71,655
planetlab2.unl.edu,planetlab1.cs.uml.edu,1308.08,656
pl3.cs.unm.edu,planetlab1.cs.ucla.edu,674.089,660
ebb.colgate.edu,planetlab1.arizona-gigapop.net,2055.63,666
planetlab2.cs.uoregon.edu,planetlab2.cs.ucla.edu,731.704,668
