source,destination,distance,avg(dd.avgdelay)
planetlab1.temple.edu,planetlab2.cs.pitt.edu,256.586,14
planet3.cc.gt.atl.ga.us,planetlab1.cs.unc.edu,337.891,14.055555555555555
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,14.1
planetlab1.arizona-gigapop.net,planetlab1.ucsd.edu,368.903,14.142857142857142
planetlab1.arizona-gigapop.net,planetlab3.ucsd.edu,368.903,14.2
planetlab1.cs.unc.edu,planet3.cc.gt.atl.ga.us,337.891,14.3
planetlab1.temple.edu,planetlab-01.vt.nodes.planet-lab.org,342.436,14.333333333333334
planetlab3.ucsd.edu,planetlab2.arizona-gigapop.net,368.903,14.333333333333334
planetlab3.ucsd.edu,planetlab1.arizona-gigapop.net,368.903,14.333333333333334
planetlab5.csee.usf.edu,planet3.cc.gt.atl.ga.us,412.204,14.4
planetlab1.ucsd.edu,planetlab1.arizona-gigapop.net,368.903,14.428571428571429
planetlab2.citadel.edu,planet3.cc.gt.atl.ga.us,264.983,14.444444444444445
planetlab3.cnds.jhu.edu,planetlab1.temple.edu,88.9667,14.5
node1.planetlab.mathcs.emory.edu,planetlab1.cs.unc.edu,333.827,14.555555555555555
planetlab1.ucsd.edu,planetlab2.arizona-gigapop.net,368.903,14.571428571428571
planetlab2.arizona-gigapop.net,planetlab3.ucsd.edu,368.903,14.6
ebb.colgate.edu,planetlab1.temple.edu,197.075,14.625
node2.planetlab.mathcs.emory.edu,planetlab1.cs.unc.edu,333.827,14.666666666666666
planetlab3.cnds.jhu.edu,planetlab-04.vt.nodes.planet-lab.org,253.582,14.666666666666666
planetlab1.cs.unc.edu,node2.planetlab.mathcs.emory.edu,333.827,14.7
planetlab1.cs.unc.edu,node1.planetlab.mathcs.emory.edu,333.827,14.9
node1.planetlab.mathcs.emory.edu,planetlab5.csee.usf.edu,411.823,15
planetlab2.temple.edu,planetlab-01.vt.nodes.planet-lab.org,342.436,15
planetlabone.ccs.neu.edu,planetlab1.cnis.nyit.edu,171.184,15
planetlab2.unl.edu,planetlab2.uta.edu,558.159,15
planetlab1.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,15.11111111111111
planetlab5.csee.usf.edu,node1.planetlab.mathcs.emory.edu,411.823,15.2
node2.planetlab.mathcs.emory.edu,planetlab5.csee.usf.edu,411.823,15.2
planetlab2.temple.edu,75-130-96-12.static.oxfr.ma.charter.com,235.434,15.2
planetlab2.cs.ucla.edu,planetlab1.ucsd.edu,107.845,15.285714285714286
planetlab1.temple.edu,75-130-96-12.static.oxfr.ma.charter.com,235.434,15.3
planet3.cc.gt.atl.ga.us,planetlab1.acis.ufl.edu,309.463,15.444444444444445
planet3.cc.gt.atl.ga.us,planetlab2.citadel.edu,264.983,15.529411764705882
planetlab2.cs.pitt.edu,salt.planetlab.cs.umd.edu,184.814,15.625
planet3.cc.gt.atl.ga.us,salt.planetlab.cs.umd.edu,548.78,15.666666666666666
planetlab2.cnis.nyit.edu,planetlabtwo.ccs.neu.edu,171.184,15.75
planetlab2.uta.edu,planetlab2.unl.edu,558.159,15.777777777777779
planetlab2.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,15.777777777777779
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.temple.edu,235.434,15.777777777777779
planet3.cc.gt.atl.ga.us,planetlab2.acis.ufl.edu,309.463,15.944444444444445
node2.planetlab.mathcs.emory.edu,planetlab1.acis.ufl.edu,308.555,16
planetlab3.cnds.jhu.edu,ebb.colgate.edu,247.357,16
planetlab5.csee.usf.edu,node2.planetlab.mathcs.emory.edu,411.823,16
ebb.colgate.edu,salt.planetlab.cs.umd.edu,274.685,16
planetlab2.cnis.nyit.edu,75-130-96-12.static.oxfr.ma.charter.com,137.18,16
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,16.055555555555557
planet3.cc.gt.atl.ga.us,planetlab-04.vt.nodes.planet-lab.org,326.092,16.055555555555557
planetlab-04.vt.nodes.planet-lab.org,planet3.cc.gt.atl.ga.us,326.092,16.1
node2.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181,16.125
node1.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181,16.125
planetlab-04.vt.nodes.planet-lab.org,planetlab2.temple.edu,342.436,16.25
planetlab3.cnds.jhu.edu,planet3.cc.gt.atl.ga.us,577.963,16.3
planetlab2.arizona-gigapop.net,planetlab1.ucsd.edu,368.903,16.428571428571427
node1.planetlab.mathcs.emory.edu,planetlab2.acis.ufl.edu,308.555,16.555555555555557
node2.planetlab.mathcs.emory.edu,planetlab2.acis.ufl.edu,308.555,16.555555555555557
node1.planetlab.mathcs.emory.edu,planetlab1.acis.ufl.edu,308.555,16.555555555555557
planetlab1.acis.ufl.edu,node2.planetlab.mathcs.emory.edu,308.555,16.6
planetlab2.temple.edu,planetlab2.cs.pitt.edu,256.586,16.625
planetlab3.cnds.jhu.edu,planetlab2.cs.pitt.edu,191.586,16.75
planetlab2.cs.pitt.edu,planetlab2.temple.edu,256.586,16.77777777777778
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.temple.edu,235.434,16.88888888888889
planetlab2.uta.edu,planetlab1.cs.okstate.edu,234.403,16.88888888888889
planetlab1.temple.edu,planetlab1.cnis.nyit.edu,99.7813,17
planetlab1.acis.ufl.edu,node1.planetlab.mathcs.emory.edu,308.555,17
planetlab1.acis.ufl.edu,planet3.cc.gt.atl.ga.us,309.463,17
node1.planetlab.mathcs.emory.edu,planetlab3.cnds.jhu.edu,574.391,17
planetlab1.cs.okstate.edu,planetlab2.uta.edu,234.403,17.22222222222222
planetlab1.cnis.nyit.edu,salt.planetlab.cs.umd.edu,217.196,17.333333333333332
node2.planetlab.mathcs.emory.edu,planetlab3.cnds.jhu.edu,574.391,17.333333333333332
planetlab2.temple.edu,planetlab2.cs.unc.edu,351.333,17.333333333333332
planetlab2.acis.ufl.edu,node2.planetlab.mathcs.emory.edu,308.555,17.5
planetlab2.cs.pitt.edu,planetlab1.temple.edu,256.586,17.555555555555557
planetlab2.cs.unc.edu,planetlab1.temple.edu,351.333,17.666666666666668
planetlab3.cnds.jhu.edu,node2.planetlab.mathcs.emory.edu,574.391,17.7
planet3.cc.gt.atl.ga.us,planetlab3.cnds.jhu.edu,577.963,17.705882352941178
salt.planetlab.cs.umd.edu,planetlab1.cnis.nyit.edu,217.196,18
planetlab1.temple.edu,planetlab2.cs.unc.edu,351.333,18
planetlab2.acis.ufl.edu,planetlab5.csee.usf.edu,112.37,18.1
planetlab3.cnds.jhu.edu,node1.planetlab.mathcs.emory.edu,574.391,18.2
planetlab2.temple.edu,node2.planetlab.mathcs.emory.edu,662.495,18.2
node1.planetlab.mathcs.emory.edu,planetlab2.temple.edu,662.495,18.22222222222222
planetlab2.temple.edu,planet3.cc.gt.atl.ga.us,666.111,18.3
planetlab2.cs.unc.edu,planetlab2.temple.edu,351.333,18.333333333333332
node2.planetlab.mathcs.emory.edu,planetlab2.temple.edu,662.495,18.555555555555557
planetlab1.temple.edu,node2.planetlab.mathcs.emory.edu,662.495,18.6
planetlab2.acis.ufl.edu,planet3.cc.gt.atl.ga.us,309.463,18.8
planetlab2.acis.ufl.edu,node1.planetlab.mathcs.emory.edu,308.555,18.8
planetlab2.cs.unc.edu,salt.planetlab.cs.umd.edu,241.162,19
planetlab2.cs.pitt.edu,planetlab-04.vt.nodes.planet-lab.org,212.222,19.333333333333332
planetlab1.temple.edu,planetlab1.cs.unc.edu,351.333,19.333333333333332
planet3.cc.gt.atl.ga.us,planetlab2.temple.edu,666.111,19.352941176470587
node2.planetlab.mathcs.emory.edu,planetlab1.temple.edu,662.495,19.444444444444443
planetlab-04.vt.nodes.planet-lab.org,planetlab2.cs.pitt.edu,212.222,19.625
planetlab1.cs.unc.edu,salt.planetlab.cs.umd.edu,241.162,19.714285714285715
planetlab2.cs.pitt.edu,planetlab3.cnds.jhu.edu,191.586,19.77777777777778
planetlab2.temple.edu,planetlab1.cs.unc.edu,351.333,20
planetlabtwo.ccs.neu.edu,planetlab2.cs.pitt.edu,487.539,20.22222222222222
planetlab1.cs.unc.edu,planetlab1.temple.edu,351.333,20.25
planetlab2.temple.edu,node1.planetlab.mathcs.emory.edu,662.495,20.3
planetlab1.temple.edu,planet3.cc.gt.atl.ga.us,666.111,20.3
planetlab1.cs.unc.edu,planetlab2.temple.edu,351.333,20.375
node1.planetlab.mathcs.emory.edu,planetlab1.temple.edu,662.495,20.555555555555557
planetlab1.temple.edu,planetlab1.cs.uml.edu,271.31,20.555555555555557
planetlabone.ccs.neu.edu,planetlab2.cs.pitt.edu,487.539,21
planetlab-04.vt.nodes.planet-lab.org,75-130-96-12.static.oxfr.ma.charter.com,575.302,21.1
planetlab3.eecs.umich.edu,planetlab2.cs.pitt.edu,238.555,21.125
planetlab3.cnds.jhu.edu,planetlab-01.vt.nodes.planet-lab.org,253.582,21.22222222222222
75-130-96-12.static.oxfr.ma.charter.com,planetlab-04.vt.nodes.planet-lab.org,575.302,21.22222222222222
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.cnis.nyit.edu,137.18,21.666666666666668
planet3.cc.gt.atl.ga.us,planetlab1.temple.edu,666.111,21.705882352941178
planetlab2.cs.pitt.edu,planetlabtwo.ccs.neu.edu,487.539,21.8
planetlab2.cs.pitt.edu,planetlab-01.vt.nodes.planet-lab.org,212.222,21.88888888888889
planetlab2.citadel.edu,planetlab2.cs.unc.edu,221.999,22
planetlab2.cs.unc.edu,planetlab2.citadel.edu,221.999,22
planetlab1.arizona-gigapop.net,planetlab1.cs.ucla.edu,451.607,22.22222222222222
planetlab2.cs.pitt.edu,planetlab3.eecs.umich.edu,238.555,22.333333333333332
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.cs.pitt.edu,447.326,22.444444444444443
planetlab-04.vt.nodes.planet-lab.org,ebb.colgate.edu,465.687,22.6
planetlab1.ucsd.edu,planetlab1.cs.ucla.edu,107.845,22.714285714285715
planetlab3.eecs.umich.edu,planetlab1.cs.okstate.edu,831.276,23
planetlab2.cs.unc.edu,planetlab2.cs.pitt.edu,304.384,23
75-130-96-12.static.oxfr.ma.charter.com,planetlab-01.vt.nodes.planet-lab.org,575.302,23
node1.planetlab.mathcs.emory.edu,planetlab2.cs.pitt.edu,506.609,23.22222222222222
planet3.cc.gt.atl.ga.us,planetlab2.cs.pitt.edu,509.245,23.235294117647058
planetlab1.cs.ucla.edu,planetlab1.arizona-gigapop.net,451.607,23.333333333333332
planetlab1.cnis.nyit.edu,planetlab-04.vt.nodes.planet-lab.org,442.085,23.333333333333332
planetlab-04.vt.nodes.planet-lab.org,planetlab1.cnis.nyit.edu,442.085,23.333333333333332
planetlab1.cs.okstate.edu,planetlab3.eecs.umich.edu,831.276,23.333333333333332
node2.planetlab.mathcs.emory.edu,planetlab2.cs.pitt.edu,506.609,23.444444444444443
planetlab2.cs.pitt.edu,75-130-96-12.static.oxfr.ma.charter.com,447.326,23.5
planetlab2.cs.pitt.edu,node1.planetlab.mathcs.emory.edu,506.609,23.5
planetlab2.cs.pitt.edu,planet3.cc.gt.atl.ga.us,509.245,23.5
planetlab2.cs.pitt.edu,ebb.colgate.edu,290.74,23.7
planetlab2.citadel.edu,planetlab1.cs.unc.edu,221.999,23.75
planetlab2.arizona-gigapop.net,planetlab2.cs.ucla.edu,451.607,23.88888888888889
planetlab2.cs.pitt.edu,node2.planetlab.mathcs.emory.edu,506.609,23.9
planetlab2.cs.unc.edu,planetlabone.ccs.neu.edu,618.199,24
planetlab02.cs.washington.edu,planetlab2.unr.edu,574.294,24
planetlab3.eecs.umich.edu,planetlab3.wail.wisc.edu,293.152,24
planetlabone.ccs.neu.edu,planetlab2.cs.unc.edu,618.199,24
planetlab01.cs.washington.edu,planetlab2.unr.edu,574.294,24
planetlab02.cs.washington.edu,planetlab1.unr.edu,574.294,24
planetlab3.ucsd.edu,pl3.cs.unm.edu,625.075,24
pl3.cs.unm.edu,planetlab1.ucsd.edu,625.075,24
planetlab01.cs.washington.edu,planetlab1.unr.edu,574.294,24
planetlab3.wail.wisc.edu,planetlab3.eecs.umich.edu,293.152,24
planetlab1.unr.edu,planetlab01.cs.washington.edu,574.294,24
planetlab2.unr.edu,planetlab01.cs.washington.edu,574.294,24
planetlab1.unr.edu,planetlab02.cs.washington.edu,574.294,24
planetlab2.unr.edu,planetlab02.cs.washington.edu,574.294,24.055555555555557
planetlab3.eecs.umich.edu,planet3.cc.gt.atl.ga.us,589.683,24.2
pl3.cs.unm.edu,planetlab3.ucsd.edu,625.075,24.2
planet3.cc.gt.atl.ga.us,planetlab3.eecs.umich.edu,589.683,24.22222222222222
planetlab1.arizona-gigapop.net,planetlab2.cs.ucla.edu,451.607,24.444444444444443
ebb.colgate.edu,planetlab-01.vt.nodes.planet-lab.org,465.687,24.5
planetlab2.temple.edu,planetlab1.cnis.nyit.edu,99.7813,24.666666666666668
planetlabtwo.ccs.neu.edu,planetlab2.cs.unc.edu,618.199,24.666666666666668
planetlab-01.vt.nodes.planet-lab.org,planetlab1.cnis.nyit.edu,442.085,24.666666666666668
planetlab2.cs.pitt.edu,planetlab2.cs.unc.edu,304.384,24.666666666666668
planetlab1.temple.edu,node1.planetlab.mathcs.emory.edu,662.495,24.7
planetlab-04.vt.nodes.planet-lab.org,planetlab1.cs.uml.edu,610.549,24.77777777777778
planetlab1.unr.edu,planetlab3.ucsd.edu,482.211,25
planetlab2.unr.edu,planetlab3.ucsd.edu,482.211,25
planetlab1.ucsd.edu,planetlab2.unr.edu,482.211,25
planetlab3.ucsd.edu,planetlab2.unr.edu,482.211,25
planetlab2.cs.pitt.edu,planetlabone.ccs.neu.edu,487.539,25
planetlab2.cs.unc.edu,planetlabtwo.ccs.neu.edu,618.199,25
salt.planetlab.cs.umd.edu,planetlab2.cnis.nyit.edu,217.196,25
planetlab1.ucsd.edu,planetlab1.unr.edu,482.211,25
node1.planetlab.mathcs.emory.edu,planetlab3.eecs.umich.edu,588.6,25
planetlab3.eecs.umich.edu,node2.planetlab.mathcs.emory.edu,588.6,25
planetlab2.cs.pitt.edu,planetlab1.cs.unc.edu,304.384,25
planetlab3.ucsd.edu,planetlab1.unr.edu,482.211,25
planetlab1.unr.edu,planetlab1.ucsd.edu,482.211,25
planetlab3.eecs.umich.edu,node1.planetlab.mathcs.emory.edu,588.6,25
planetlab2.citadel.edu,planetlab5.csee.usf.edu,358.611,25.11111111111111
planetlab5.csee.usf.edu,planetlab2.citadel.edu,358.611,25.125
node2.planetlab.mathcs.emory.edu,planetlab3.eecs.umich.edu,588.6,25.22222222222222
ebb.colgate.edu,planet3.cc.gt.atl.ga.us,787.204,25.22222222222222
planetlab1.cs.unc.edu,planetlab2.cs.pitt.edu,304.384,25.25
planetlabtwo.ccs.neu.edu,planetlab2.cnis.nyit.edu,171.184,25.333333333333332
planetlab1.temple.edu,planetlab2.cnis.nyit.edu,99.7813,25.333333333333332
planet3.cc.gt.atl.ga.us,ebb.colgate.edu,787.204,25.5
planetlab2.unr.edu,planetlab1.ucsd.edu,482.211,25.642857142857142
ebb.colgate.edu,node2.planetlab.mathcs.emory.edu,784.142,25.666666666666668
planetlabtwo.ccs.neu.edu,planetlab1.cs.unc.edu,618.199,25.77777777777778
node1.planetlab.mathcs.emory.edu,ebb.colgate.edu,784.142,25.8
planetlabone.ccs.neu.edu,planetlab1.cs.unc.edu,618.199,25.88888888888889
node2.planetlab.mathcs.emory.edu,ebb.colgate.edu,784.142,25.9
planetlabtwo.ccs.neu.edu,salt.planetlab.cs.umd.edu,387.964,26
planetlab2.cs.uoregon.edu,planetlab3.ucsd.edu,832.625,26
planetlab3.ucsd.edu,planetlab2.cs.uoregon.edu,832.625,26
planetlab2.cs.unc.edu,planetlab3.cnds.jhu.edu,270.798,26
planetlabone.ccs.neu.edu,salt.planetlab.cs.umd.edu,387.964,26
planetlab1.ucsd.edu,planetlab3.cs.uoregon.edu,832.625,26
planetlab2.cs.uoregon.edu,planetlab1.ucsd.edu,832.625,26
planetlab1.ucsd.edu,planetlab2.cs.uoregon.edu,832.625,26.142857142857142
planetlab3.ucsd.edu,planetlab3.cs.uoregon.edu,832.625,26.2
planetlab1.cs.unc.edu,planetlabone.ccs.neu.edu,618.199,26.22222222222222
planetlab4.cs.uoregon.edu,planetlab3.ucsd.edu,832.625,26.25
planetlab3.cs.uoregon.edu,planetlab1.ucsd.edu,832.625,26.25
planetlab1.cs.unc.edu,planetlabtwo.ccs.neu.edu,618.199,26.3
ebb.colgate.edu,node1.planetlab.mathcs.emory.edu,784.142,26.333333333333332
planetlab1.cnis.nyit.edu,planetlab1.cs.uml.edu,173.221,26.333333333333332
planetlab4.cs.uoregon.edu,planetlab1.ucsd.edu,832.625,26.4
planetlab3.cs.uoregon.edu,planetlab3.ucsd.edu,832.625,26.4
planetlab3.ucsd.edu,planetlab4.cs.uoregon.edu,832.625,26.666666666666668
planetlab2.cs.ucla.edu,planetlab1.arizona-gigapop.net,451.607,26.666666666666668
planetlab1.cs.ucla.edu,planetlab2.arizona-gigapop.net,451.607,26.77777777777778
planetlab2.citadel.edu,salt.planetlab.cs.umd.edu,459.772,26.857142857142858
planetlab2.cs.du.edu,planetlab02.cs.washington.edu,1023.85,27
planetlab3.eecs.umich.edu,planetlab2.uta.edu,985.877,27
planetlab2.cs.unc.edu,planetlab-04.vt.nodes.planet-lab.org,117.005,27
planetlab02.cs.washington.edu,planetlab1.cs.du.edu,1023.85,27
planetlab2.uta.edu,planetlab3.eecs.umich.edu,985.877,27
planetlab-04.vt.nodes.planet-lab.org,planetlab2.cs.unc.edu,117.005,27
planetlab02.cs.washington.edu,planetlab2.cs.du.edu,1023.85,27
planetlab1.cs.du.edu,planetlab01.cs.washington.edu,1023.85,27
planetlab01.cs.washington.edu,planetlab1.cs.du.edu,1023.85,27
planetlab1.cs.du.edu,planetlab02.cs.washington.edu,1023.85,27
planetlabtwo.ccs.neu.edu,planetlab3.cnds.jhu.edu,358.863,27
planetlab2.cs.du.edu,planetlab01.cs.washington.edu,1023.85,27
planetlab01.cs.washington.edu,planetlab2.cs.du.edu,1023.85,27.1
planetlab2.citadel.edu,planetlab3.cnds.jhu.edu,488.702,27.125
planetlab1.acis.ufl.edu,planetlab2.citadel.edu,254.988,27.125
planetlab2.citadel.edu,planetlab2.acis.ufl.edu,254.988,27.125
planetlab3.eecs.umich.edu,salt.planetlab.cs.umd.edu,421.809,27.285714285714285
planetlab2.cs.unc.edu,planetlab-01.vt.nodes.planet-lab.org,117.005,27.333333333333332
planetlab2.cs.ucla.edu,planetlab2.arizona-gigapop.net,451.607,27.333333333333332
planetlab2.arizona-gigapop.net,planetlab1.cs.ucla.edu,451.607,28
75-130-96-12.static.oxfr.ma.charter.com,salt.planetlab.cs.umd.edu,352.045,28
planetlab3.ucsd.edu,planetlab01.cs.washington.edu,1054.87,28
planetlab3.ucsd.edu,planetlab02.cs.washington.edu,1054.87,28
planetlab01.cs.washington.edu,planetlab3.ucsd.edu,1054.87,28
planetlab2.cs.du.edu,planetlab3.eecs.umich.edu,1119.98,28.11111111111111
planetlab1.cs.du.edu,planetlab3.eecs.umich.edu,1119.98,28.22222222222222
planetlab3.eecs.umich.edu,planetlab1.cs.du.edu,1119.98,28.22222222222222
planetlab2.citadel.edu,planetlab1.acis.ufl.edu,254.988,28.25
planetlab1.ucsd.edu,planetlab4.cs.uoregon.edu,832.625,28.285714285714285
planetlab1.cs.unc.edu,planetlab2.citadel.edu,221.999,28.375
planetlab3.eecs.umich.edu,planetlab2.cs.du.edu,1119.98,28.4
planetlab02.cs.washington.edu,planetlab3.ucsd.edu,1054.87,28.4
planetlab-04.vt.nodes.planet-lab.org,planetlab1.cs.unc.edu,117.005,28.77777777777778
planetlab02.cs.washington.edu,planetlab1.ucsd.edu,1054.87,28.857142857142858
planetlab3.eecs.umich.edu,planetlabone.ccs.neu.edu,647.245,28.88888888888889
planetlabone.ccs.neu.edu,planetlab3.eecs.umich.edu,647.245,28.88888888888889
planetlab5.csee.usf.edu,salt.planetlab.cs.umd.edu,817.887,29
planetlab3.cs.uoregon.edu,planetlab2.unr.edu,352.99,29
planetlab1.unr.edu,planetlab2.cs.uoregon.edu,352.99,29
planetlab2.unr.edu,planetlab2.cs.uoregon.edu,352.99,29
planetlab2.cs.uoregon.edu,planetlab2.unr.edu,352.99,29
planetlab5.csee.usf.edu,planetlab2.cs.unc.edu,577.964,29
planetlab3.cs.uoregon.edu,planetlab1.unr.edu,352.99,29
planetlab3.eecs.umich.edu,planetlabtwo.ccs.neu.edu,647.245,29
planetlab2.cs.unc.edu,planetlab5.csee.usf.edu,577.964,29
planetlab2.cs.unc.edu,planetlab1.cs.uml.edu,621.287,29
planetlab2.cs.uoregon.edu,planetlab1.unr.edu,352.99,29
planetlabtwo.ccs.neu.edu,planetlab3.eecs.umich.edu,647.245,29
planetlab2.unr.edu,planetlab3.cs.uoregon.edu,352.99,29.05
planetlab1.unr.edu,planetlab3.cs.uoregon.edu,352.99,29.1
planetlab4.cs.uoregon.edu,planetlab1.unr.edu,352.99,29.125
planetlab4.cs.uoregon.edu,planetlab2.unr.edu,352.99,29.142857142857142
planetlab1.unr.edu,planetlab4.cs.uoregon.edu,352.99,29.22222222222222
