238.555,0.0012091898
2578.86,0.0024183797
2308.86,0.0036275695
2325.4,0.0048367594
2223.18,0.0060459492
2578.86,0.0072551391
655.52,0.0084643289
765.413,0.0096735187
2420.76,0.0108827086
1466.68,0.0120918984
2453.73,0.0133010883
270.798,0.0145102781
671.709,0.015719468
1502.34,0.0169286578
2578.86,0.0181378476
1646.66,0.0193470375
2336.95,0.0205562273
2578.86,0.0217654172
2543.96,0.022974607
2578.86,0.0241837969
2336.95,0.0253929867
2123.48,0.0266021765
2132.24,0.0278113664
2578.88,0.0290205562
2123.48,0.0302297461
2447.73,0.0314389359
315.844,0.0326481258
2453.73,0.0338573156
1559.43,0.0350665054
1272.71,0.0362756953
2367.7,0.0374848851
838.534,0.038694075
2578.88,0.0399032648
2223.18,0.0411124547
385.402,0.0423216445
2336.95,0.0435308343
2367.7,0.0447400242
2398.59,0.045949214
1549.05,0.0471584039
88.9667,0.0483675937
2453.73,0.0495767836
2543.96,0.0507859734
2543.96,0.0519951632
315.844,0.0532043531
739.774,0.0544135429
331.033,0.0556227328
2475.81,0.0568319226
331.033,0.0580411125
2523.09,0.0592503023
290.74,0.0604594921
2420.76,0.061668682
315.844,0.0628778718
2523.09,0.0640870617
2176.57,0.0652962515
1536.1,0.0665054414
478.371,0.0677146312
2123.48,0.068923821
2523.09,0.0701330109
731.704,0.0713422007
2055.63,0.0725513906
2367.7,0.0737605804
2123.48,0.0749697703
2578.86,0.0761789601
2420.76,0.0773881499
2523.09,0.0785973398
2420.76,0.0798065296
1410.2,0.0810157195
2224.59,0.0822249093
2174.07,0.0834340992
1942.88,0.084643289
2173.44,0.0858524788
550.971,0.0870616687
2132.9,0.0882708585
1206.38,0.0894800484
1675.66,0.0906892382
2223.18,0.0918984281
2279.57,0.0931076179
1328.53,0.0943168077
2279.57,0.0955259976
1533.43,0.0967351874
1831.99,0.0979443773
2222.92,0.0991535671
2173.44,0.100362757
2279.57,0.1015719468
928.211,0.1027811366
308.555,0.1039903265
2207.47,0.1051995163
2485.17,0.1064087062
1662.23,0.107617896
1466.62,0.1088270859
2326.5,0.1100362757
928.211,0.1112454655
2224.59,0.1124546554
1471.11,0.1136638452
1675.66,0.1148730351
891.034,0.1160822249
488.702,0.1172914148
1549.05,0.1185006046
2132.24,0.1197097944
2543.96,0.1209189843
928.211,0.1221281741
1410.2,0.123337364
2173.44,0.1245465538
2091.37,0.1257557437
2224.59,0.1269649335
2173.44,0.1281741233
2485.17,0.1293833132
1662.23,0.130592503
1662.23,0.1318016929
2279.57,0.1330108827
2173.44,0.1342200726
2174.07,0.1354292624
2543.96,0.1366384522
655.52,0.1378476421
2440.52,0.1390568319
2432.78,0.1402660218
2543.96,0.1414752116
1012.92,0.1426844015
2367.7,0.1438935913
2371.56,0.1451027811
2485.17,0.146311971
2292.24,0.1475211608
2266.19,0.1487303507
117.005,0.1499395405
254.988,0.1511487304
847.014,0.1523579202
1662.23,0.15356711
928.211,0.1547762999
1954.72,0.1559854897
1675.66,0.1571946796
2224.59,0.1584038694
2485.17,0.1596130593
2322.19,0.1608222491
308.555,0.1620314389
674.089,0.1632406288
2174.07,0.1644498186
2485.17,0.1656590085
2218.84,0.1668681983
2173.44,0.1680773881
1502.34,0.169286578
2269.85,0.1704957678
2091.37,0.1717049577
2222.92,0.1729141475
733.032,0.1741233374
2091.37,0.1753325272
1074.27,0.176541717
874.778,0.1777509069
1929.31,0.1789600967
2218.84,0.1801692866
