source,destination,distance,avg(dd.avgdelay)
planetlab2.temple.edu,planetlab2.cs.ucla.edu,2398.59,3002
pl2.cs.unm.edu,planetlab3.wail.wisc.edu,1075.15,3007
pl1.cs.montana.edu,planetlab2.acis.ufl.edu,1905.96,3011
planetlab01.cs.washington.edu,planetlab-04.vt.nodes.planet-lab.org,2224.59,3016
planetlab2.cs.ucla.edu,planetlab2.unr.edu,385.402,3027
ebb.colgate.edu,planetlab01.cs.washington.edu,2265.25,3028
planetlab2.cs.ucla.edu,planetlab3.cs.uoregon.edu,731.704,3032
planetlab1.cnis.nyit.edu,planetlab1.cs.uml.edu,173.221,3036
planetlab3.cnds.jhu.edu,planetlabone.ccs.neu.edu,358.863,3037
planetlab2.cs.ucla.edu,planetlab1.cs.unc.edu,2218.84,3041
planetlab2.unr.edu,planetlab2.acis.ufl.edu,2222.92,3044
pl2.cs.unm.edu,salt.planetlab.cs.umd.edu,1653.08,3058.5
planetlab2.cs.ucla.edu,planetlab-01.vt.nodes.planet-lab.org,2132.24,3059
planetlab3.cs.uoregon.edu,planetlab2.acis.ufl.edu,2432.78,3061
ebb.colgate.edu,planetlab2.cs.uoregon.edu,2352.72,3063
planetlab2.temple.edu,planetlab3.cs.uoregon.edu,2440.52,3069
planetlab2.unr.edu,ebb.colgate.edu,2287.31,3073
planetlab2.arizona-gigapop.net,ebb.colgate.edu,2055.63,3096
planetlab2.arizona-gigapop.net,planetlab2.cs.pitt.edu,1800.93,3113
ebb.colgate.edu,planetlab02.cs.washington.edu,2265.25,3127
planetlab4.cs.uoregon.edu,planetlab2.acis.ufl.edu,2432.78,3127
planetlab3.cs.uoregon.edu,planetlab1.acis.ufl.edu,2432.78,3145
planetlab1.cnis.nyit.edu,planetlab01.cs.washington.edu,2415.88,3145
planetlab1.cnis.nyit.edu,planetlab02.cs.washington.edu,2415.88,3146
planetlab1.arizona-gigapop.net,planetlab2.acis.ufl.edu,1703.38,3155.5
planetlab1.cs.uml.edu,planetlab1.unr.edu,2499.26,3172
planetlab2.cs.ucla.edu,planetlab2.cs.du.edu,838.534,3187
planetlab2.cnis.nyit.edu,planetlab1.cs.ucla.edu,2475.81,3194.5
planetlab1.cs.uml.edu,pl3.cs.unm.edu,1955.47,3197
