source,destination,distance,avg(dd.avgdelay)
pl2.cs.unm.edu,planetlab1.cs.unc.edu,1549.05,253
planetlab1.cs.uml.edu,planetlab2.citadel.edu,827.514,261
planetlab2.cs.ucla.edu,planetlab1.cs.unc.edu,2218.84,262
planetlab3.cnds.jhu.edu,planetlab2.cs.ucla.edu,2325.4,272
planetlab1.cs.uml.edu,planetlab1.cs.unc.edu,621.287,272
planetlab4.cs.uoregon.edu,planetlab1.cs.uml.edu,2557.8,274
planetlab1.cs.unc.edu,planetlab1.cs.ucla.edu,2218.84,286
pl2.cs.unm.edu,planetlab1.temple.edu,1749.1,292
planetlab1.cs.uml.edu,planetlab2.cs.pitt.edu,478.371,293
planetlab1.cs.uml.edu,pl3.cs.unm.edu,1955.47,293
pl2.cs.unm.edu,planetlab1.acis.ufl.edu,1466.62,297.25
planetlab1.cs.uml.edu,planetlab01.cs.washington.edu,2462.92,302.5
planetlab1.cs.uml.edu,planetlab2.acis.ufl.edu,1082.48,304.5
planetlab1.cs.uml.edu,planetlab5.csee.usf.edu,1183.99,308
planetlab2.arizona-gigapop.net,planetlab1.cs.uml.edu,2266.19,312
planet3.cc.gt.atl.ga.us,planetlab1.ucsd.edu,1888.91,313
planetlab1.cs.uml.edu,planetlab2.cs.unc.edu,621.287,320
planetlab2.cs.ucla.edu,planetlab01.cs.washington.edu,959.695,320
planetlab1.cs.uml.edu,planetlab1.cs.du.edu,1749.99,334.75
planetlab1.cs.uml.edu,planetlab3.cnds.jhu.edu,358.208,335
planetlab1.cs.uml.edu,planetlab-04.vt.nodes.planet-lab.org,610.549,339
planetlab2.acis.ufl.edu,planetlab1.cs.uml.edu,1082.48,342.5
planetlab2.cs.ucla.edu,planetlab3.cnds.jhu.edu,2325.4,347.5
planetlab1.cs.uml.edu,planetlab3.cs.uoregon.edu,2557.8,349
planetlab1.cs.uml.edu,planetlab3.wail.wisc.edu,913.348,352
planetlab1.cs.uml.edu,planetlab2.uta.edu,1559.43,353
planetlab1.cs.uml.edu,planetlab02.cs.washington.edu,2462.92,356.5
planetlab1.cs.uml.edu,planetlab-01.vt.nodes.planet-lab.org,610.549,360.6666666667
planetlab1.cs.uml.edu,planetlab2.temple.edu,271.31,371
planetlab1.ucsd.edu,planetlab1.cs.uml.edu,2563.57,395
planetlab1.cs.uml.edu,planetlab2.cs.du.edu,1749.99,446
planetlab1.cs.uml.edu,planetlab3.eecs.umich.edu,631.168,451
planetlab1.cs.uml.edu,planetlab2.unr.edu,2499.26,452
planetlab1.cs.uml.edu,planetlab1.acis.ufl.edu,1082.48,460
planetlab2.unr.edu,planetlab1.cs.uml.edu,2499.26,460
planetlab1.cs.uml.edu,ebb.colgate.edu,213.892,481
