source,destination,distance,avg(dd.avgdelay)
planetlab2.cs.unc.edu,planetlab4.cs.uoregon.edu,2367.57,1001
planetlab2.cs.unc.edu,pl1.cs.montana.edu,1789.91,1005
planetlab1.temple.edu,planetlab1.cs.okstate.edu,1218.48,1006
pl1.cs.montana.edu,75-130-96-12.static.oxfr.ma.charter.com,1945.63,1007
planetlab1.temple.edu,planetlab4.cs.uoregon.edu,2440.52,1009
planetlab1.cs.unc.edu,pl1.cs.montana.edu,1789.91,1009.25
planetlab5.csee.usf.edu,planetlab2.cs.uoregon.edu,2492.18,1010.6666666666666
planetlab1.cs.okstate.edu,planet3.cc.gt.atl.ga.us,735.256,1011
75-130-96-12.static.oxfr.ma.charter.com,pl1.cs.montana.edu,1945.63,1012.375
planetlab5.csee.usf.edu,planetlab4.cs.uoregon.edu,2492.18,1013.3333333333334
planetlab3.cs.uoregon.edu,planetlab1.temple.edu,2440.52,1014
planetlab1.unr.edu,planetlab2.cs.uoregon.edu,352.99,1014
planetlab1.cs.uml.edu,planetlab2.arizona-gigapop.net,2266.19,1014.1666666666666
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.cs.unc.edu,585.249,1015
planetlab2.cs.pitt.edu,planetlab4.cs.uoregon.edu,2196.01,1016.5
pl2.cs.unm.edu,planetlab02.cs.washington.edu,1184.83,1017
planetlabtwo.ccs.neu.edu,pl1.cs.montana.edu,1980.62,1017.2
planetlab3.cnds.jhu.edu,planetlabone.ccs.neu.edu,358.863,1019
planetlab2.temple.edu,pl1.cs.montana.edu,1844.59,1019.3333333333334
planetlab2.arizona-gigapop.net,planetlab1.cs.uml.edu,2266.19,1020
planetlab2.cs.pitt.edu,planetlab3.cs.uoregon.edu,2196.01,1020.5
planetlabone.ccs.neu.edu,pl1.cs.montana.edu,1980.62,1020.7777777777778
planetlab2.cs.pitt.edu,planetlab2.cs.uoregon.edu,2196.01,1020.8
ebb.colgate.edu,planetlab2.cs.uoregon.edu,2352.72,1021.5
planetlab2.cs.uoregon.edu,planetlab2.temple.edu,2440.52,1023
planetlab1.cs.uml.edu,planetlab1.arizona-gigapop.net,2266.19,1025.8
planetlab1.ucsd.edu,planetlab1.cnis.nyit.edu,2447.73,1027
planetlab1.temple.edu,pl1.cs.montana.edu,1844.59,1028.375
planetlab3.eecs.umich.edu,planetlab1.cs.unc.edu,506.511,1029
planetlab3.cs.uoregon.edu,planetlab2.temple.edu,2440.52,1029.8
node2.planetlab.mathcs.emory.edu,ebb.colgate.edu,784.142,1030
planetlab2.unl.edu,planetlab2.acis.ufl.edu,1115.4,1031
planetlab2.cs.unc.edu,planetlab2.cs.uoregon.edu,2367.57,1031
node2.planetlab.mathcs.emory.edu,planetlab1.acis.ufl.edu,308.555,1031
planetlab2.cs.uoregon.edu,planetlab1.temple.edu,2440.52,1031.2
planetlab4.cs.uoregon.edu,planetlab2.temple.edu,2440.52,1032
pl1.cs.montana.edu,planetlab3.cnds.jhu.edu,1793.8,1032.625
planetlab01.cs.washington.edu,planetlab1.cs.ucla.edu,959.695,1033
planetlab1.ucsd.edu,planetlabtwo.ccs.neu.edu,2578.88,1033.125
pl1.cs.montana.edu,salt.planetlab.cs.umd.edu,1787.43,1033.4
planetlab2.cnis.nyit.edu,planetlab2.cs.du.edu,1646.66,1034
planetlab2.acis.ufl.edu,planetlab3.cnds.jhu.edu,740.412,1036
planet3.cc.gt.atl.ga.us,pl1.cs.montana.edu,1626.05,1038.0714285714287
planetlab2.unl.edu,planetlab2.cnis.nyit.edu,1202.47,1039
planetlab5.csee.usf.edu,planetlab1.cs.unc.edu,577.964,1039
planetlab1.cs.ucla.edu,planetlab2.unr.edu,385.402,1039
planetlab4.cs.uoregon.edu,planetlab2.cs.unc.edu,2367.57,1039
planetlab1.cs.uml.edu,pl3.cs.unm.edu,1955.47,1039.5
planetlab1.acis.ufl.edu,planetlab2.citadel.edu,254.988,1041
planetlab3.eecs.umich.edu,planetlab3.cnds.jhu.edu,424.423,1042
planetlab1.cs.ucla.edu,planetlab2.arizona-gigapop.net,451.607,1042.5
planetlab3.cnds.jhu.edu,planetlab1.cs.ucla.edu,2325.4,1043
planetlab2.cs.ucla.edu,planetlabone.ccs.neu.edu,2601.94,1043.5
planetlab1.arizona-gigapop.net,planetlab1.cs.ucla.edu,451.607,1044
planetlab3.ucsd.edu,planetlab1.cs.uml.edu,2563.57,1044
pl1.cs.montana.edu,node2.planetlab.mathcs.emory.edu,1628.77,1044.7
planetlabone.ccs.neu.edu,planetlab3.cs.uoregon.edu,2578.86,1045
node1.planetlab.mathcs.emory.edu,pl1.cs.montana.edu,1628.77,1045
planetlab4.cs.uoregon.edu,ebb.colgate.edu,2352.72,1045.25
ebb.colgate.edu,planetlab1.cs.unc.edu,511.997,1045.5
ebb.colgate.edu,planetlab2.cs.ucla.edu,2371.99,1045.8
planetlab02.cs.washington.edu,planetlab2.cnis.nyit.edu,2415.88,1046
planetlab3.ucsd.edu,ebb.colgate.edu,2350.28,1046
pl1.cs.montana.edu,node1.planetlab.mathcs.emory.edu,1628.77,1046.3
planetlab3.ucsd.edu,planetlabtwo.ccs.neu.edu,2578.88,1047.5
node2.planetlab.mathcs.emory.edu,pl1.cs.montana.edu,1628.77,1047.7
planetlab2.citadel.edu,planetlab2.cnis.nyit.edu,655.52,1049
planetlab2.cs.pitt.edu,pl1.cs.montana.edu,1602.95,1049.2222222222222
planetlab1.cs.unc.edu,planetlab4.cs.uoregon.edu,2367.57,1049.375
planetlab02.cs.washington.edu,ebb.colgate.edu,2265.25,1050.4285714285713
planetlab3.wail.wisc.edu,pl1.cs.montana.edu,1081.38,1050.7777777777778
pl2.cs.unm.edu,planetlab1.cnis.nyit.edu,1831.99,1051
planetlab4.cs.uoregon.edu,salt.planetlab.cs.umd.edu,2379.84,1051.2
planetlab4.cs.uoregon.edu,planetlab1.temple.edu,2440.52,1051.6666666666667
planetlab5.csee.usf.edu,planetlab-01.vt.nodes.planet-lab.org,642.618,1052
planetlab1.temple.edu,planetlab2.citadel.edu,563.43,1052
planetlab2.cs.uoregon.edu,planetlab2.cs.unc.edu,2367.57,1052
planetlabone.ccs.neu.edu,planetlab1.acis.ufl.edu,1076.45,1052
planetlab5.csee.usf.edu,planetlab2.cnis.nyit.edu,1012.92,1053
planetlab2.cs.ucla.edu,planetlab2.unr.edu,385.402,1053
pl1.cs.montana.edu,planetlab3.wail.wisc.edu,1081.38,1053.5555555555557
planetlab1.cs.uml.edu,planetlab3.eecs.umich.edu,631.168,1054.5
planet3.cc.gt.atl.ga.us,planetlab1.acis.ufl.edu,309.463,1054.6666666666667
planetlab5.csee.usf.edu,planetlab2.temple.edu,921.877,1055
planetlab3.cnds.jhu.edu,pl1.cs.montana.edu,1793.8,1055.25
pl3.cs.unm.edu,planetlab4.cs.uoregon.edu,1067.98,1055.3333333333333
planetlab1.cs.ucla.edu,75-130-96-12.static.oxfr.ma.charter.com,2562.54,1055.5714285714287
pl3.cs.unm.edu,75-130-96-12.static.oxfr.ma.charter.com,1929.31,1056
planetlab1.acis.ufl.edu,planetlab2.cs.uoregon.edu,2432.78,1056.5714285714287
planetlabtwo.ccs.neu.edu,planetlab1.acis.ufl.edu,1076.45,1057
pl3.cs.unm.edu,planetlab2.cs.du.edu,331.033,1057
planetlab1.ucsd.edu,planetlabone.ccs.neu.edu,2578.88,1057
planetlab3.cnds.jhu.edu,planetlab3.eecs.umich.edu,424.423,1057.5
planetlab1.cs.unc.edu,planetlab2.cs.uoregon.edu,2367.57,1057.7777777777778
planetlab1.acis.ufl.edu,planetlab4.cs.uoregon.edu,2432.78,1059.2857142857142
pl1.cs.montana.edu,pl3.cs.unm.edu,766.953,1059.625
planetlab2.acis.ufl.edu,planetlab1.cs.ucla.edu,2132.9,1059.8333333333333
planetlabone.ccs.neu.edu,planetlab2.citadel.edu,821.489,1060
planetlab1.cs.ucla.edu,planetlab3.cnds.jhu.edu,2325.4,1060
planetlab1.cs.ucla.edu,planetlab2.temple.edu,2398.59,1062
planetlab1.acis.ufl.edu,planetlab3.cs.uoregon.edu,2432.78,1063.5555555555557
planetlab3.cs.uoregon.edu,planetlab-01.vt.nodes.planet-lab.org,2259.72,1063.625
planetlab2.acis.ufl.edu,planetlab2.cs.uoregon.edu,2432.78,1063.7777777777778
planetlabtwo.ccs.neu.edu,planetlab2.cs.uoregon.edu,2578.86,1065.8
planetlab4.cs.uoregon.edu,planetlab1.cs.ucla.edu,731.704,1066
pl2.cs.unm.edu,planetlab2.acis.ufl.edu,1466.62,1066
planetlab02.cs.washington.edu,planetlab1.cs.uml.edu,2462.92,1066.142857142857
planetlab2.citadel.edu,planetlab1.cs.unc.edu,221.999,1066.25
planetlab-04.vt.nodes.planet-lab.org,planetlab2.unr.edu,2123.48,1066.3333333333333
planetlab1.cs.ucla.edu,planetlab-01.vt.nodes.planet-lab.org,2132.24,1067
planetlab-04.vt.nodes.planet-lab.org,planetlab1.unr.edu,2123.48,1067.5555555555557
planetlabone.ccs.neu.edu,planetlab2.cs.uoregon.edu,2578.86,1068.3333333333333
planetlab2.acis.ufl.edu,planetlab01.cs.washington.edu,2453.73,1070.3333333333333
planetlab2.acis.ufl.edu,planetlab4.cs.uoregon.edu,2432.78,1070.375
planetlab3.cs.uoregon.edu,planetlab-04.vt.nodes.planet-lab.org,2259.72,1070.5555555555557
planetlab2.cs.uoregon.edu,salt.planetlab.cs.umd.edu,2379.84,1070.7142857142858
pl3.cs.unm.edu,planet3.cc.gt.atl.ga.us,1268.79,1070.75
planetlab2.uta.edu,planetlab1.cs.ucla.edu,1231.5,1071
planetlab2.acis.ufl.edu,planetlab2.temple.edu,817.442,1072
planetlabone.ccs.neu.edu,planetlab3.ucsd.edu,2578.88,1072.6666666666667
planetlab1.temple.edu,planetlab2.cs.ucla.edu,2398.59,1073.6666666666667
75-130-96-12.static.oxfr.ma.charter.com,planetlab3.ucsd.edu,2539.12,1073.8
planetlab02.cs.washington.edu,planetlab1.cs.unc.edu,2336.95,1074.3333333333333
pl3.cs.unm.edu,planetlab2.cs.ucla.edu,674.089,1074.5
planetlab2.temple.edu,planetlab1.cs.unc.edu,351.333,1075
planetlab2.cnis.nyit.edu,planetlab2.unl.edu,1202.47,1075
planetlab2.cs.unc.edu,planetlab1.unr.edu,2223.18,1075.5
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.acis.ufl.edu,1046.62,1075.6666666666667
