source,destination,distance,avg(dd.avgdelay)
planetlab2.cs.du.edu,planetlab3.wail.wisc.edu,839.569,1002
planetlab1.cs.du.edu,planetlab3.cnds.jhu.edu,1505.97,1002
node2.planetlab.mathcs.emory.edu,planetlab2.uta.edu,742.086,1002
planetlab2.unl.edu,planetlab1.cs.du.edu,444.199,1002
planetlabone.ccs.neu.edu,planetlab3.wail.wisc.edu,931.225,1002
planetlab1.cs.du.edu,planetlab3.wail.wisc.edu,839.569,1002.2
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.cnis.nyit.edu,137.18,1004.5
planetlab5.csee.usf.edu,planetlab2.citadel.edu,358.611,1006
planetlab1.arizona-gigapop.net,planetlab1.cs.okstate.edu,836.587,1007
planetlab3.cnds.jhu.edu,planetlab1.cnis.nyit.edu,188.505,1007
planetlab1.cs.okstate.edu,planetlab1.arizona-gigapop.net,836.587,1007.5
planetlab3.wail.wisc.edu,planet3.cc.gt.atl.ga.us,696.601,1010
planetlab01.cs.washington.edu,node1.planetlab.mathcs.emory.edu,2179.38,1010
planet3.cc.gt.atl.ga.us,planetlab2.uta.edu,737.916,1010.25
planetlab1.cs.ucla.edu,planetlab1.arizona-gigapop.net,451.607,1011
planetlab1.cs.unc.edu,planetlab2.citadel.edu,221.999,1011.6666666666666
planetlab1.acis.ufl.edu,planet3.cc.gt.atl.ga.us,309.463,1012
planetlab2.unl.edu,salt.planetlab.cs.umd.edu,1050.74,1014.5
planetlab2.acis.ufl.edu,planetlab2.temple.edu,817.442,1016.5
planetlab2.arizona-gigapop.net,planetlab1.cs.okstate.edu,836.587,1017.5
planetlabone.ccs.neu.edu,planetlab2.unl.edu,1324.36,1017.5
planetlab-04.vt.nodes.planet-lab.org,planetlabtwo.ccs.neu.edu,612.177,1017.5
planetlab-04.vt.nodes.planet-lab.org,planetlabone.ccs.neu.edu,612.177,1018.25
planetlab3.wail.wisc.edu,planetlab-01.vt.nodes.planet-lab.org,623.239,1018.4
planetlab1.temple.edu,planetlab3.wail.wisc.edu,765.413,1020.6
planetlab1.arizona-gigapop.net,planetlab4.cs.uoregon.edu,1045.87,1020.7142857142857
ebb.colgate.edu,planetlabone.ccs.neu.edu,231.249,1021
planetlab2.cs.du.edu,planetlab2.unl.edu,444.199,1021.5
planetlab1.cs.okstate.edu,planetlab2.arizona-gigapop.net,836.587,1021.5
planetlab1.cs.du.edu,planetlab2.unl.edu,444.199,1022.5
planetlab2.arizona-gigapop.net,planetlab3.cs.uoregon.edu,1045.87,1023.5
planetlab1.arizona-gigapop.net,planetlab3.cs.uoregon.edu,1045.87,1023.6666666666666
planetlab1.arizona-gigapop.net,planetlab2.cs.uoregon.edu,1045.87,1024.8
planetlab2.unr.edu,planetlab2.uta.edu,1346.73,1026.5384615384614
planetlab2.cs.unc.edu,planetlab2.citadel.edu,221.999,1027
planetlab1.arizona-gigapop.net,planetlab02.cs.washington.edu,1220.8,1028.8333333333333
planetlab2.arizona-gigapop.net,planetlab4.cs.uoregon.edu,1045.87,1028.857142857143
planetlab2.citadel.edu,planetlab-01.vt.nodes.planet-lab.org,305.582,1030
planetlab2.citadel.edu,planetlab-04.vt.nodes.planet-lab.org,305.582,1031.25
planetlab1.cs.okstate.edu,planet3.cc.gt.atl.ga.us,735.256,1031.75
planetlab2.unl.edu,planet3.cc.gt.atl.ga.us,829.562,1032.2
planet3.cc.gt.atl.ga.us,planetlab3.wail.wisc.edu,696.601,1033.111111111111
node1.planetlab.mathcs.emory.edu,planetlab2.unl.edu,832.231,1033.2857142857142
node1.planetlab.mathcs.emory.edu,planetlab3.wail.wisc.edu,697.323,1033.5714285714287
node2.planetlab.mathcs.emory.edu,planetlab1.cs.okstate.edu,738.994,1034
planetlab3.wail.wisc.edu,node1.planetlab.mathcs.emory.edu,697.323,1034
planetlab2.cs.pitt.edu,planetlab5.csee.usf.edu,854.202,1035
node2.planetlab.mathcs.emory.edu,planetlab3.wail.wisc.edu,697.323,1035
planetlab1.acis.ufl.edu,planetlab1.temple.edu,817.442,1035.5
planetlab2.arizona-gigapop.net,planetlab2.cs.uoregon.edu,1045.87,1035.857142857143
planetlab1.unr.edu,planetlab2.uta.edu,1346.73,1036
node2.planetlab.mathcs.emory.edu,planetlab2.unl.edu,832.231,1037
planetlab2.arizona-gigapop.net,planetlab1.unr.edu,707.239,1037.2857142857142
planetlab2.uta.edu,planetlab3.wail.wisc.edu,828.909,1037.5
planetlab-04.vt.nodes.planet-lab.org,planetlab3.wail.wisc.edu,623.239,1037.5714285714287
planetlab3.cnds.jhu.edu,node2.planetlab.mathcs.emory.edu,574.391,1037.8333333333333
planetlab2.cs.pitt.edu,planetlab1.temple.edu,256.586,1038
planet3.cc.gt.atl.ga.us,planetlab1.cs.okstate.edu,735.256,1038.25
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.unr.edu,2480.67,1039
planetlab2.arizona-gigapop.net,planetlab01.cs.washington.edu,1220.8,1040.142857142857
planetlab3.eecs.umich.edu,planetlab5.csee.usf.edu,986.329,1041
planetlab3.wail.wisc.edu,planetlab2.uta.edu,828.909,1041.2
planetlab1.cs.okstate.edu,node1.planetlab.mathcs.emory.edu,738.994,1042.2
planetlab2.cs.pitt.edu,planetlab1.cs.okstate.edu,968.366,1042.3333333333333
planetlab1.arizona-gigapop.net,planetlab2.unr.edu,707.239,1042.5714285714287
planetlabone.ccs.neu.edu,planetlab5.csee.usf.edu,1176.9,1042.857142857143
salt.planetlab.cs.umd.edu,planetlab2.cnis.nyit.edu,217.196,1043
planetlab1.arizona-gigapop.net,planetlab01.cs.washington.edu,1220.8,1043.4285714285713
planetlab2.arizona-gigapop.net,planetlab02.cs.washington.edu,1220.8,1043.7142857142858
node1.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38,1045
planetlab1.cs.okstate.edu,planetlab2.unr.edu,1259.87,1045.2857142857142
planetlab3.wail.wisc.edu,node2.planetlab.mathcs.emory.edu,697.323,1045.5
planetlab3.wail.wisc.edu,planetlab-04.vt.nodes.planet-lab.org,623.239,1046.8333333333333
planetlab1.acis.ufl.edu,node2.planetlab.mathcs.emory.edu,308.555,1047
planetlab3.eecs.umich.edu,pl3.cs.unm.edu,1328.53,1047.3333333333333
node1.planetlab.mathcs.emory.edu,planetlab1.cs.okstate.edu,738.994,1047.5
planetlab1.cs.okstate.edu,planetlab3.wail.wisc.edu,630.483,1047.75
planetlabtwo.ccs.neu.edu,planetlab-01.vt.nodes.planet-lab.org,612.177,1049.8333333333333
planetlab2.cs.unc.edu,planetlab2.uta.edu,1053.06,1050
planetlabtwo.ccs.neu.edu,planetlab-04.vt.nodes.planet-lab.org,612.177,1050.8333333333333
planetlab2.citadel.edu,planetlab3.eecs.umich.edu,687.372,1051
planetlab2.unr.edu,planetlab1.cs.okstate.edu,1259.87,1051.076923076923
planetlab1.temple.edu,planetlab2.unl.edu,1130.57,1051.25
planetlab1.cs.okstate.edu,node2.planetlab.mathcs.emory.edu,738.994,1052.75
planetlab1.cs.okstate.edu,planetlab1.unr.edu,1259.87,1053
planetlab1.cs.okstate.edu,planetlab2.uta.edu,234.403,1053
planetlab1.ucsd.edu,planetlab2.cs.ucla.edu,107.845,1053
planetlab2.unl.edu,planetlab2.unr.edu,1221.7,1055
planetlab2.unl.edu,planetlab3.wail.wisc.edu,405.699,1055
planetlab5.csee.usf.edu,planetlab3.eecs.umich.edu,986.329,1056.2857142857142
planetlab2.unl.edu,node1.planetlab.mathcs.emory.edu,832.231,1056.8333333333333
pl1.cs.montana.edu,planetlab2.unr.edu,614.077,1057
node1.planetlab.mathcs.emory.edu,ebb.colgate.edu,784.142,1057
planetlab02.cs.washington.edu,planetlab1.arizona-gigapop.net,1220.8,1057.142857142857
planet3.cc.gt.atl.ga.us,planetlab2.unl.edu,829.562,1057.625
planetlabone.ccs.neu.edu,planetlab-01.vt.nodes.planet-lab.org,612.177,1058.8333333333333
planetlab01.cs.washington.edu,planetlab1.cs.ucla.edu,959.695,1059.6666666666667
planet3.cc.gt.atl.ga.us,planetlab1.cs.unc.edu,337.891,1061.142857142857
planetlab2.cs.pitt.edu,ebb.colgate.edu,290.74,1061.3333333333333
planetlab3.wail.wisc.edu,planetlab1.cs.okstate.edu,630.483,1062
planetlab2.unl.edu,planetlab1.unr.edu,1221.7,1062.2857142857142
planetlab2.unl.edu,node2.planetlab.mathcs.emory.edu,832.231,1062.4
planetlab4.cs.uoregon.edu,planetlab2.arizona-gigapop.net,1045.87,1063.2
planetlab1.unr.edu,planetlab1.cs.okstate.edu,1259.87,1063.6666666666667
planetlab1.arizona-gigapop.net,planetlab1.unr.edu,707.239,1063.7142857142858
planetlab2.temple.edu,salt.planetlab.cs.umd.edu,117.417,1064
planetlabtwo.ccs.neu.edu,ebb.colgate.edu,231.249,1064.3333333333333
planetlab2.cs.pitt.edu,planetlab2.unl.edu,874.778,1065.25
planetlabtwo.ccs.neu.edu,planetlab5.csee.usf.edu,1176.9,1066
planetlab1.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,1066
planetlab2.cs.pitt.edu,planetlab1.cs.unc.edu,304.384,1067
planetlab02.cs.washington.edu,planetlab2.arizona-gigapop.net,1220.8,1067.142857142857
planetlab2.cs.pitt.edu,salt.planetlab.cs.umd.edu,184.814,1068.5
planetlab2.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,1069.5
planetlab1.temple.edu,planetlab1.cs.unc.edu,351.333,1070
planetlab2.arizona-gigapop.net,planetlab2.unr.edu,707.239,1071.4285714285713
planetlab3.cnds.jhu.edu,node1.planetlab.mathcs.emory.edu,574.391,1072.3333333333333
planetlab3.wail.wisc.edu,planetlab2.unl.edu,405.699,1072.4
planetlab2.cs.uoregon.edu,planetlab1.cs.du.edu,976.442,1072.5
planetlab4.cs.uoregon.edu,planetlab1.cs.ucla.edu,731.704,1072.5
planetlab2.cs.uoregon.edu,planetlab2.arizona-gigapop.net,1045.87,1072.857142857143
planetlab01.cs.washington.edu,planetlab1.arizona-gigapop.net,1220.8,1073.1666666666667
planetlab4.cs.uoregon.edu,planetlab2.cs.du.edu,976.442,1073.25
planetlab01.cs.washington.edu,planetlab2.arizona-gigapop.net,1220.8,1074.6666666666667
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,1076.25
planetlab3.cs.uoregon.edu,planetlab2.arizona-gigapop.net,1045.87,1076.5
planetlab1.cs.du.edu,planetlab4.cs.uoregon.edu,976.442,1077.1666666666667
planetlab2.temple.edu,planetlab1.cnis.nyit.edu,99.7813,1078
pl2.cs.unm.edu,planetlab1.cs.uml.edu,1955.47,1078
ebb.colgate.edu,75-130-96-12.static.oxfr.ma.charter.com,193.358,1078.5
planetlab2.temple.edu,node1.planetlab.mathcs.emory.edu,662.495,1078.75
planetlab02.cs.washington.edu,planetlab1.cs.ucla.edu,959.695,1079.1666666666667
planetlab2.temple.edu,ebb.colgate.edu,197.075,1079.5
planetlab2.cs.du.edu,planetlab2.cnis.nyit.edu,1646.66,1081
node1.planetlab.mathcs.emory.edu,planetlab2.citadel.edu,261.163,1081.2857142857142
planetlab2.cs.ucla.edu,planetlab3.ucsd.edu,107.845,1082
planetlabone.ccs.neu.edu,planetlab-04.vt.nodes.planet-lab.org,612.177,1082.2
planetlab1.cs.du.edu,planetlab2.cs.uoregon.edu,976.442,1082.4
planetlab2.temple.edu,planetlabone.ccs.neu.edu,270.723,1083
75-130-96-12.static.oxfr.ma.charter.com,ebb.colgate.edu,193.358,1083.5
planetlab3.cs.uoregon.edu,planetlab2.cs.du.edu,976.442,1084.8
planetlab1.unr.edu,planetlab1.temple.edu,2346.81,1085
75-130-96-12.static.oxfr.ma.charter.com,salt.planetlab.cs.umd.edu,352.045,1086
planetlabone.ccs.neu.edu,planetlab3.eecs.umich.edu,647.245,1086
node2.planetlab.mathcs.emory.edu,planetlab2.citadel.edu,261.163,1086.6
planetlab2.acis.ufl.edu,planetlab3.cnds.jhu.edu,740.412,1087.3333333333333
planetlab1.unr.edu,planetlab2.unl.edu,1221.7,1089.5
planetlab1.cs.du.edu,planetlab3.cs.uoregon.edu,976.442,1089.857142857143
node2.planetlab.mathcs.emory.edu,planetlab2.temple.edu,662.495,1090.3333333333333
planetlab3.eecs.umich.edu,planetlab3.cnds.jhu.edu,424.423,1091
planetlab1.unr.edu,planetlab01.cs.washington.edu,574.294,1091
planetlab1.cnis.nyit.edu,planetlab1.cs.uml.edu,173.221,1093
planetlab-04.vt.nodes.planet-lab.org,planetlab2.arizona-gigapop.net,1759.98,1093
planetlab1.cs.ucla.edu,planetlab2.arizona-gigapop.net,451.607,1095
planetlab4.cs.uoregon.edu,planetlab1.arizona-gigapop.net,1045.87,1095
planetlab2.cs.pitt.edu,planetlab3.wail.wisc.edu,521.731,1095.25
planetlab1.cs.unc.edu,planetlab3.eecs.umich.edu,506.511,1095.6666666666667
planetlab2.unr.edu,planetlab2.unl.edu,1221.7,1095.75
planetlab2.cs.uoregon.edu,planetlab2.cs.du.edu,976.442,1097.4
planetlab2.cs.du.edu,planetlab4.cs.uoregon.edu,976.442,1098.7142857142858
planetlab1.acis.ufl.edu,planetlab2.temple.edu,817.442,1099.6666666666667
planetlab2.cs.pitt.edu,planetlab01.cs.washington.edu,2137.39,1101
planetlab2.cs.unc.edu,planetlab-01.vt.nodes.planet-lab.org,117.005,1101
planetlab01.cs.washington.edu,planetlab1.ucsd.edu,1054.87,1101.5
planetlab3.cs.uoregon.edu,planetlab1.arizona-gigapop.net,1045.87,1101.7142857142858
planetlab2.cs.unc.edu,planetlab1.acis.ufl.edu,470.121,1102
planetlab3.eecs.umich.edu,planetlab2.temple.edu,472.789,1103.8333333333333
node2.planetlab.mathcs.emory.edu,planetlab1.temple.edu,662.495,1104.5
planetlab4.cs.uoregon.edu,planetlab2.cs.ucla.edu,731.704,1104.5
planetlabone.ccs.neu.edu,salt.planetlab.cs.umd.edu,387.964,1105
planetlab-04.vt.nodes.planet-lab.org,planetlab5.csee.usf.edu,642.618,1105.857142857143
planetlab3.eecs.umich.edu,ebb.colgate.edu,417.59,1106.25
planetlab-04.vt.nodes.planet-lab.org,planetlab2.cs.unc.edu,117.005,1106.5
planetlab2.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,1107
planetlab3.eecs.umich.edu,planetlab-04.vt.nodes.planet-lab.org,392.826,1107.3333333333333
planetlab2.cs.pitt.edu,planetlab3.eecs.umich.edu,238.555,1107.4
planetlab3.cs.uoregon.edu,planetlab3.ucsd.edu,832.625,1108
planetlab3.eecs.umich.edu,planetlab1.cs.okstate.edu,831.276,1108.3333333333333
planetlab2.uta.edu,planetlab3.eecs.umich.edu,985.877,1108.4
planetlab2.acis.ufl.edu,salt.planetlab.cs.umd.edu,710.998,1109
planetlab2.arizona-gigapop.net,planetlab-04.vt.nodes.planet-lab.org,1759.98,1109
pl1.cs.montana.edu,planetlab02.cs.washington.edu,550.971,1109
planetlab3.ucsd.edu,planetlab2.unr.edu,482.211,1109
planetlab2.cs.du.edu,planetlab3.cs.uoregon.edu,976.442,1109.5
planetlab2.acis.ufl.edu,planetlab1.temple.edu,817.442,1110.5
planetlab4.cs.uoregon.edu,planetlab3.ucsd.edu,832.625,1111
planetlab3.cs.uoregon.edu,planetlab2.cs.ucla.edu,731.704,1111.6666666666667
planet3.cc.gt.atl.ga.us,planetlab2.citadel.edu,264.983,1111.909090909091
planetlab-04.vt.nodes.planet-lab.org,planetlab2.temple.edu,342.436,1112
planetlab2.cs.uoregon.edu,planetlab1.ucsd.edu,832.625,1114
planetlab1.cs.unc.edu,planetlab1.temple.edu,351.333,1114
planetlab01.cs.washington.edu,planetlab2.cs.ucla.edu,959.695,1114.25
planetlab2.temple.edu,planetlab-01.vt.nodes.planet-lab.org,342.436,1115.5
node1.planetlab.mathcs.emory.edu,planetlab3.eecs.umich.edu,588.6,1116
planetlab1.ucsd.edu,pl3.cs.unm.edu,625.075,1116.6666666666667
planetlab3.cs.uoregon.edu,planetlab1.cs.du.edu,976.442,1116.8333333333333
planetlab1.unr.edu,salt.planetlab.cs.umd.edu,2271.58,1118
planetlab1.temple.edu,planetlab2.cnis.nyit.edu,99.7813,1118
