planetlab1.unr.edu,planetlab1.unr.edu,0
planetlab1.unr.edu,pl2.cs.unm.edu,785.352
planetlab1.unr.edu,planetlab2.cnis.nyit.edu,2412.34
planetlab1.unr.edu,planetlab2.rutgers.edu,2376.79
planetlab1.unr.edu,planetlab2.cs.du.edu,789.709
planetlab1.unr.edu,planetlab2.ucsd.edu,482.211
planetlab1.unr.edu,planetlab3.cs.uoregon.edu,352.99
planetlab1.unr.edu,planetlab-01.bu.edu,2514.97
planetlab1.unr.edu,planetlab4.cnds.jhu.edu,2283.47
planetlab1.unr.edu,planetlabtwo.ccs.neu.edu,2518.17
planetlab1.unr.edu,planetlab1.cs.purdue.edu,1732.68
planetlab1.unr.edu,planetlab2.tsuniv.edu,1804.32
planetlab1.unr.edu,planetlab1.tsuniv.edu,1804.32
planetlab1.unr.edu,planetlab3.ucsd.edu,482.211
planetlab1.unr.edu,pl-node-1.csl.sri.com,192.546
planetlab1.unr.edu,node2.planetlab.mathcs.emory.edu,1993.27
planetlab1.unr.edu,planetlab5.csee.usf.edu,2269.85
planetlab1.unr.edu,planetlab1.emich.edu,1885.32
planetlab1.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67
planetlab1.unr.edu,ebb.colgate.edu,2287.31
planetlab1.unr.edu,kc-sce-plab2.umkc.edu,1345.51
planetlab1.unr.edu,node1.planetlab.mathcs.emory.edu,1993.27
planetlab1.unr.edu,pl1.cs.montana.edu,614.077
planetlab1.unr.edu,pl3.cs.unm.edu,785.352
planetlab1.unr.edu,plab3.eece.ksu.edu,1237.41
planetlab1.unr.edu,planet3.cc.gt.atl.ga.us,1989.75
planetlab1.unr.edu,planetlab-01.cs.princeton.edu,2366.58
planetlab1.unr.edu,planetlab-02.bu.edu,2514.97
planetlab1.unr.edu,planetlab-02.vt.nodes.planet-lab.org,2123.48
planetlab1.unr.edu,planetlab04.cs.washington.edu,574.294
planetlab1.unr.edu,planetlab1.clemson.edu,2050.35
planetlab1.unr.edu,planetlab1.cnds.jhu.edu,2283.47
planetlab1.unr.edu,planetlab1.cnis.nyit.edu,2412.34
planetlab1.unr.edu,planetlab1.cs.du.edu,789.709
planetlab1.unr.edu,planetlab1.csee.usf.edu,2269.85
planetlab1.unr.edu,planetlab-1.cse.ohio-state.edu,1940.03
planetlab1.unr.edu,planetlab1.cs.okstate.edu,1259.87
planetlab1.unr.edu,planetlab1.cs.ucla.edu,385.402
planetlab1.unr.edu,planetlab1.csuohio.edu,1991.53
planetlab1.unr.edu,planetlab1.emich.edu,1885.32
planetlab1.unr.edu,planetlab1.netlab.uky.edu,1892.24
planetlab1.unr.edu,planetlab1.ucsd.edu,482.211
planetlab1.unr.edu,planetlab2.acis.ufl.edu,2222.92
planetlab1.unr.edu,planetlab2.arizona-gigapop.net,707.239
planetlab1.unr.edu,planetlab2.citadel.edu,2252.22
planetlab1.unr.edu,planetlab-2.cse.ohio-state.edu,1940.03
planetlab1.unr.edu,planetlab2.cs.pitt.edu,2093.1
planetlab1.unr.edu,planetlab2.cs.purdue.edu,1732.68
planetlab1.unr.edu,planet-lab2.cs.ucr.edu,408.842
planetlab1.unr.edu,planetlab2.cs.uiuc.edu,1667.79
planetlab1.unr.edu,planetlab2.cs.uml.edu,2499.26
planetlab1.unr.edu,planetlab2.cs.unc.edu,2223.18
planetlab1.unr.edu,planetlab2.cs.uoregon.edu,352.99
planetlab1.unr.edu,planetlab2.temple.edu,2346.81
planetlab1.unr.edu,planetlab2.unl.edu,1221.7
planetlab1.unr.edu,planetlab2.unr.edu,0
planetlab1.unr.edu,planetlab2.uta.edu,1346.73
planetlab1.unr.edu,planetlab2.utdallas.edu,1357.8
planetlab1.unr.edu,planetlab3.eecs.umich.edu,1880.38
planetlab1.unr.edu,planetlab3.rutgers.edu,2376.79
planetlab1.unr.edu,planetlab3.wail.wisc.edu,1589.14
planetlab1.unr.edu,planetlab4.tamu.edu,1457.97
planetlab1.unr.edu,planetlab-5.eecs.cwru.edu,1995.01
planetlab1.unr.edu,planetlabone.ccs.neu.edu,2518.17
planetlab1.unr.edu,pl-node-0.csl.sri.com,192.546
planetlab1.unr.edu,pluto.cs.brown.edu,2507.02
planetlab1.unr.edu,ricepl-5.cs.rice.edu,1538.5
planetlab1.unr.edu,salt.planetlab.cs.umd.edu,2271.58
planetlab1.unr.edu,75-130-96-13.static.oxfr.ma.charter.com,2480.67
planetlab1.unr.edu,pl1.eecs.utk.edu,1962.84
planetlab1.unr.edu,planetlab-01.vt.nodes.planet-lab.org,2123.48
planetlab1.unr.edu,planetlab-04.vt.nodes.planet-lab.org,2123.48
planetlab1.unr.edu,planetlab-4.eecs.cwru.edu,1995.01
planetlab1.unr.edu,planetlab01.cs.washington.edu,574.294
planetlab1.unr.edu,planetlab02.cs.washington.edu,574.294
planetlab1.unr.edu,planetlab1.arizona-gigapop.net,707.239
planetlab1.unr.edu,planetlab1.cs.unc.edu,2223.18
planetlab1.unr.edu,planetlab1.postel.org,391.29
planetlab1.unr.edu,planet3.cc.gt.atl.ga.us,1989.75
planetlab1.unr.edu,planetlab4.cs.uoregon.edu,352.99
planetlab1.unr.edu,planetlab1.rutgers.edu,2376.79
planetlab1.unr.edu,planetlab2.cs.ucla.edu,385.402
planetlab1.unr.edu,planetlab3.cnds.jhu.edu,2283.47
planetlab1.unr.edu,planetlab03.cs.washington.edu,574.294
planetlab1.unr.edu,planetlab1.cs.uml.edu,2499.26
planetlab1.unr.edu,planetlab1.acis.ufl.edu,2222.92
planetlab1.unr.edu,planetlab5.eecs.umich.edu,1880.38
planetlab1.unr.edu,planetlab1.temple.edu,2346.81
planetlab1.unr.edu,planetlab4.csee.usf.edu,2269.85
pl2.cs.unm.edu,planetlab1.unr.edu,785.352
pl2.cs.unm.edu,pl2.cs.unm.edu,0
pl2.cs.unm.edu,planetlab2.cnis.nyit.edu,1831.99
pl2.cs.unm.edu,planetlab2.rutgers.edu,1789.41
pl2.cs.unm.edu,planetlab2.cs.du.edu,331.033
pl2.cs.unm.edu,planetlab2.ucsd.edu,625.075
pl2.cs.unm.edu,planetlab3.cs.uoregon.edu,1067.98
pl2.cs.unm.edu,planetlab-01.bu.edu,1965.81
pl2.cs.unm.edu,planetlab4.cnds.jhu.edu,1671.68
