75-130-96-12.static.oxfr.ma.charter.com,Worcester Polytechnic Institute,42.2736,-71.8098,42.2736,-71.8098,0
75-130-96-12.static.oxfr.ma.charter.com,Colgate University,42.2736,-71.8098,42.8189,-75.5357,193.358
75-130-96-12.static.oxfr.ma.charter.com,University of Missouri Kansas City,42.2736,-71.8098,39.0386,-94.5794,1210.5
75-130-96-12.static.oxfr.ma.charter.com,Emory University,42.2736,-71.8098,33.7895,-84.3255,896.963
75-130-96-12.static.oxfr.ma.charter.com,Montana State University,42.2736,-71.8098,45.6666,-111.049,1945.63
75-130-96-12.static.oxfr.ma.charter.com,University of New Mexico,42.2736,-71.8098,35.08,-106.65,1929.31
75-130-96-12.static.oxfr.ma.charter.com,Kansas State University,42.2736,-71.8098,39.19,-96.59,1310.07
75-130-96-12.static.oxfr.ma.charter.com,Georgia Institute of Technology,42.2736,-71.8098,33.7772,-84.3976,900.516
75-130-96-12.static.oxfr.ma.charter.com,Princeton,42.2736,-71.8098,40.3502,-74.6524,198.543
75-130-96-12.static.oxfr.ma.charter.com,Boston University,42.2736,-71.8098,42.35,-71.1,36.6503
75-130-96-12.static.oxfr.ma.charter.com,Virginia Tech,42.2736,-71.8098,37.2055,-80.4124,575.302
75-130-96-12.static.oxfr.ma.charter.com,University of Washington,42.2736,-71.8098,47.6531,-122.313,2452.48
75-130-96-12.static.oxfr.ma.charter.com,Clemson University,42.2736,-71.8098,34.6754,-82.8394,793.524
75-130-96-12.static.oxfr.ma.charter.com,Johns Hopkins CNDS,42.2736,-71.8098,39.33,-76.6,322.619
75-130-96-12.static.oxfr.ma.charter.com,New York Institute of Technology,42.2736,-71.8098,40.814,-73.6081,137.18
75-130-96-12.static.oxfr.ma.charter.com,University of Denver,42.2736,-71.8098,39.6798,-104.963,1727.76
75-130-96-12.static.oxfr.ma.charter.com,University of South Florida (CSE),42.2736,-71.8098,28.0587,-82.4152,1148.32
75-130-96-12.static.oxfr.ma.charter.com,Ohio State University,42.2736,-71.8098,39.98,-83.03,604.59
75-130-96-12.static.oxfr.ma.charter.com,Oklahoma State University,42.2736,-71.8098,36.1222,-97.0714,1411.82
75-130-96-12.static.oxfr.ma.charter.com,University of California at Los Angeles,42.2736,-71.8098,34.0711,-118.442,2562.54
75-130-96-12.static.oxfr.ma.charter.com,Cleveland State University,42.2736,-71.8098,41.5033,-81.6756,509.976
75-130-96-12.static.oxfr.ma.charter.com,Eastern Michigan University,42.2736,-71.8098,42.2477,-83.6226,603.6
75-130-96-12.static.oxfr.ma.charter.com,University of Kentucky,42.2736,-71.8098,38.0401,-84.5054,730.519
75-130-96-12.static.oxfr.ma.charter.com,University of California at San Diego,42.2736,-71.8098,32.877,-117.237,2539.12
75-130-96-12.static.oxfr.ma.charter.com,University of Florida - ACIS Lab,42.2736,-71.8098,29.68,-82.27,1046.62
75-130-96-12.static.oxfr.ma.charter.com,University of Arizona,42.2736,-71.8098,32.2333,-110.948,2239.32
75-130-96-12.static.oxfr.ma.charter.com,The Citadel,42.2736,-71.8098,32.7984,-79.9614,791.667
75-130-96-12.static.oxfr.ma.charter.com,Ohio State University,42.2736,-71.8098,39.98,-83.03,604.59
75-130-96-12.static.oxfr.ma.charter.com,University of Pittsburgh,42.2736,-71.8098,40.26,-80,447.326
75-130-96-12.static.oxfr.ma.charter.com,Purdue,42.2736,-71.8098,40.4274,-86.9167,792.812
75-130-96-12.static.oxfr.ma.charter.com,University of California at Riverside,42.2736,-71.8098,33.95,-117.39,2512.6
75-130-96-12.static.oxfr.ma.charter.com,University of Illinois at Urbana-Champaign,42.2736,-71.8098,40.1103,-88.2272,865.205
75-130-96-12.static.oxfr.ma.charter.com,University of Massachusetts Lowel,42.2736,-71.8098,42.6544,-71.3266,36.0409
