ebb.colgate.edu,Harsha-Laptop,file256KB.txt,20151025182216,20151025182218,20151025182214,20151025182218,20151025182220,20151025182216,2485,2515,2535,2512
ebb.colgate.edu,Harsha-Laptop,file512KB.txt,20151025182224,20151025182227,20151025182220,20151025182226,20151025182229,20151025182223,1507,2091,3378,2325
ebb.colgate.edu,Harsha-Laptop,file1MB.txt,20151025182241,20151025182246,20151025182234,20151025182245,20151025182251,20151025182240,3698,4510,5619,4609
ebb.colgate.edu,Harsha-Laptop,file32B.txt,20151025182316,20151025182317,20151025182318,20151025182316,20151025182317,20151025182318,81,85,88,85
ebb.colgate.edu,Harsha-Laptop,file1KB.txt,20151025182320,20151025182320,20151025182319,20151025182320,20151025182320,20151025182319,87,88,96,90
ebb.colgate.edu,Harsha-Laptop,file256KB.txt,20151025182326,20151025182330,20151025182334,20151025182329,20151025182333,20151025182337,2374,2495,2528,2466
ebb.colgate.edu,Harsha-Laptop,file512KB.txt,20151025182347,20151025182343,20151025182349,20151025182349,20151025182346,20151025182352,2084,3297,3388,2923
ebb.colgate.edu,Harsha-Laptop,file1MB.txt,20151025182359,20151025182410,20151025182352,20151025182402,20151025182414,20151025182358,2506,4334,6046,4295
ebb.colgate.edu,Harsha-Laptop,file32B.txt,20151118190908,20151118190906,20151118190908,20151118190908,20151118190907,20151118190909,610,1372,1422,1135
ebb.colgate.edu,Harsha-Laptop,file1KB.txt,20151118190909,20151118190910,20151118190909,20151118190909,20151118190911,20151118190910,551,1170,1367,1029
ebb.colgate.edu,Harsha-Laptop,file256KB.txt,20151118190913,20151118190914,20151118190912,20151118190913,20151118190914,20151118190913,546,559,982,696
ebb.colgate.edu,Harsha-Laptop,file512KB.txt,20151118190917,20151118190915,20151118190914,20151118190917,20151118190915,20151118190915,567,585,1419,857
ebb.colgate.edu,Harsha-Laptop,file1MB.txt,20151118190920,20151118190918,20151118190917,20151118190920,20151118190919,20151118190918,584,1029,1202,938
